rank,city,state,population,latitude,longitude
2938,Beachwood,NJ,10879,39.939007,-74.1929188
2939,Port Wentworth,GA,10877,32.149092,-81.1631681
2940,Campton Hills,IL,10870,41.9361328,-88.3997579
2941,Crestwood,IL,10862,41.6611444,-87.7525511
2942,New Albany,OH,10857,40.0811745,-82.8087864
2943,Montgomery,OH,10842,39.2282432,-84.3539662
2944,Ridgefield,WA,10826,45.8167616,-122.7433775
2945,Taylorville,IL,10817,39.548935,-89.294533
2946,Russellville,AL,10810,34.5068228,-87.7290264
2947,St. Albans,WV,10810,38.3789601,-81.81193031
2948,Guthrie,OK,10808,35.8789231,-97.4252772
2949,Fredericksburg,TX,10803,30.2752011,-98.8719843
2950,North Branch,MN,10796,45.5113515,-92.9802176
2951,Canton,MS,10790,32.612602,-90.0367512
2952,Placerville,CA,10788,38.7296252,-120.798546
2953,Little Canada,MN,10783,45.0269101,-93.0877197
2954,Richmond Heights,OH,10782,41.552829,-81.510121
2955,Bolivar,MO,10772,37.6110502,-93.4107968
2956,Jackson,WY,10767,43.479965,-110.761815
2957,Vidalia,GA,10764,32.2176855,-82.4134614
2958,Lyons,IL,10758,41.811108,-87.8232695
2959,Granbury,TX,10757,32.4407788,-97.7926088
2960,Bel Air,MD,10755,39.5355063,-76.3490396
2961,Belgrade,MT,10755,45.773279,-111.184535
2962,Munhall,PA,10753,40.3922914,-79.9000499
2963,Morro Bay,CA,10751,35.3658075,-120.849901
2964,Lowell,IN,10745,41.2914244,-87.4205903
2965,Atchison,KS,10738,39.545816,-95.3326052
2966,Holmen,WI,10736,43.9632962,-91.2562539
2967,Pine Hill,NJ,10716,39.7859965,-74.99722515
2968,Barrington,IL,10716,42.1539141,-88.1361888
2969,Sonoma,CA,10709,38.5110803,-122.8473388
2970,Bellefontaine Neighbors,MO,10707,38.7403281,-90.2265001
2971,Darby,PA,10701,39.92158605,-75.26381975
2972,West Haverstraw,NY,10696,41.2095941,-73.9852994
2973,Freeport,TX,10689,28.9541368,-95.3596617
2974,Galena Park,TX,10687,29.7335616,-95.2302123
2975,Alachua,FL,10678,29.675568,-82.3640109
2976,Bogalusa,LA,10678,30.7910204,-89.8486858
2977,Victoria,MN,10669,44.8585738,-93.6616266
2978,Sumner,WA,10665,47.2061882,-122.2312383
2979,Vermilion,OH,10665,41.4219889,-82.3646068
2980,Yelm,WA,10665,46.9413877,-122.60639
2981,Berthoud,CO,10653,40.3083174,-105.081092
2982,Cottage Grove,OR,10652,43.7974729,-123.0588963
2983,Tarboro,NC,10647,35.8968236,-77.5358049
2984,Pineville,NC,10638,35.0855409,-80.8871253
2985,Malibu,CA,10636,34.035591,-118.689423
2986,Vienna,WV,10631,39.3208866,-81.5512639
2987,Clute,TX,10629,29.0246906,-95.3988291
2988,Lovejoy,GA,10625,33.4362245,-84.3143675
2989,Malvern,AR,10615,34.3625823,-92.8092694
2990,Monroe,WI,10614,42.6018298,-89.6392396
2991,Pleasanton,TX,10612,28.967194,-98.4786269
2992,Sweetwater,TX,10607,32.4709519,-100.405938
2993,Forest Acres,SC,10606,34.0193221,-80.9898128
2994,Riverdale,IL,10603,41.6333678,-87.6331021
2995,Doraville,GA,10601,33.8981579,-84.2832564
2996,Nanticoke,PA,10595,41.2052654,-76.0049353
2997,Danville,IN,10594,39.7606013,-86.5263879
2998,Mount Airy,NC,10591,36.4993297,-80.6071609
2999,Le Mars,IA,10580,42.7944184,-96.1653015
3000,Corning,NY,10578,42.1026041,-76.9216614
3001,Beverly Hills,MI,10575,42.5226219,-83.241357
3002,Canandaigua,NY,10573,42.850682,-77.31914542
3003,Excelsior Springs,MO,10570,39.3417244,-94.2223507
3004,Bellmead,TX,10561,31.5940545,-97.1088903
3005,Reading,OH,10559,39.2236694,-84.4421641
3006,River Grove,IL,10558,41.9258642,-87.8358943
3007,Ironton,OH,10557,38.5367471,-82.6829406
3008,Essex Junction,VT,10556,44.4906817,-73.11136
3009,Millington,TN,10555,35.3414745,-89.8973084
3010,Riverton,WY,10551,43.0247245,-108.380727
3011,Valley,AL,10551,32.8187406,-85.1793852
3012,Camden,AR,10517,33.5845582,-92.8343294
3013,Flat Rock,MI,10514,42.0964314,-83.2918744
3014,Española,NM,10514,36.0028011,-106.0578009
3015,Silverton,OR,10494,45.0049305,-122.7832947
3016,Fountain Inn,SC,10491,34.6912995,-82.19889996
3017,Chestnut Ridge,NY,10487,41.0840797,-74.0556682
3018,Martin,TN,10468,36.3432777,-88.8503514
3019,Raymondville,TX,10468,26.4814565,-97.783051
3020,Newberry,SC,10467,34.2753247,-81.6188633
3021,Airway Heights,WA,10460,47.644611,-117.5932728
3022,Winterville,NC,10459,35.5290511,-77.4010762
3023,Lighthouse Point,FL,10458,26.275636,-80.0872654
3024,Fairview,TX,10454,33.1578325,-96.6318301
3025,Fairmont,MN,10451,43.6521775,-94.4610832
3026,Warr Acres,OK,10451,35.5225569,-97.6189353
3027,Smithville,MO,10451,39.3868396,-94.5815937
3028,Kearney,MO,10449,39.3731886,-94.3621376
3029,Somers Point,NJ,10443,39.3176158,-74.594601
3030,Galion,OH,10442,40.733795,-82.7896471
3031,Kennett,MO,10439,36.2381082,-90.0551598
3032,Fort Oglethorpe,GA,10437,34.9513555,-85.2415113
3033,Heath,OH,10436,40.0228421,-82.4445991
3034,Monument,CO,10435,39.0500585,-104.8523657
3035,Shelton,WA,10434,47.2150945,-123.100706
3036,Fairview,OR,10427,45.5385457,-122.4330512
3037,Palatka,FL,10426,29.6487882,-81.6372111
3038,Rifle,CO,10425,39.5347023,-107.7831199
3039,Wood River,IL,10422,38.861159,-90.0976069
3040,Farmersville,CA,10413,36.2977283,-119.2067767
3041,Portage,WI,10404,43.539494,-89.461334
3042,Oneida,NY,10390,43.0943244,-75.6508149
3043,Wabash,IN,10390,40.797821,-85.8205411
3044,Northampton,PA,10389,40.20943295,-75.00203151
3045,London,OH,10384,39.8864493,-83.448253
3046,Pingree Grove,IL,10383,42.0686367,-88.4134159
3047,Pella,IA,10382,41.4080534,-92.9163091
3048,Shasta Lake,CA,10377,40.6799638,-122.3626507
3049,Versailles,KY,10364,38.052576,-84.7299464
3050,Garden City,GA,10364,32.1143715,-81.1540013
3051,Bonham,TX,10353,33.5822077,-96.1785028
3052,Waverly,IA,10351,42.7258142,-92.4754626
3053,Lexington,NE,10338,40.7788486,-99.7414869
3054,Berwick,PA,10338,41.0602024,-76.2461259
3055,Watervliet,NY,10336,42.7300784,-73.7012299
3056,Whitestown,IN,10333,39.9972626,-86.3458296
3057,Hobart,WI,10330,44.5312896,-88.135643
3058,Exeter,CA,10330,36.2960613,-119.1420517
3059,Newport,OR,10328,44.636755,-124.053442
3060,Alexandria,KY,10322,38.9595078,-84.3879946
3061,Hackettstown,NJ,10321,40.8538944,-74.8291638
3062,Cadillac,MI,10321,44.3353211,-85.5741088
3063,Clay,AL,10318,33.715158,-86.58666945
3064,North Bend,OR,10314,43.4065089,-124.2242824
3065,Paris,TN,10311,36.3019461,-88.3258578
3066,Yazoo City,MS,10309,32.8550965,-90.4056469
3067,Bluffton,IN,10309,40.7386579,-85.1716368
3068,New Hyde Park,NY,10304,40.73305695,-73.68553198
3069,Elkhorn,WI,10301,42.6727927,-88.5445447
3070,Manvel,TX,10299,29.4664706,-95.355714
3071,Alpine,UT,10288,40.453253,-111.7779596
3072,Tipp City,OH,10287,39.9583892,-84.1721638
3073,Arkadelphia,AR,10283,34.1209292,-93.053784
3074,Massena,NY,10279,44.928106,-74.892082
3075,Fort Madison,IA,10265,40.6299403,-91.3151908
3076,Kendallville,IN,10257,41.4414385,-85.2649754
3077,Carroll,IA,10253,42.0193628,-94.860335
3078,Milton,FL,10247,30.6324149,-87.0396881
3079,Paris,KY,10244,38.2097987,-84.2529869
3080,Astoria,OR,10239,46.187885,-123.831256
3081,Flowood,MS,10230,32.3092861,-90.1386811
3082,Molalla,OR,10223,45.1473445,-122.5770322
3083,Hermantown,MN,10204,46.8068852,-92.2382464
3084,DuPont,WA,10201,47.0990689,-122.637546
3085,Columbia,PA,10198,40.034094,-76.50041769
3086,Corte Madera,CA,10191,37.9254806,-122.527475
3087,Snohomish,WA,10183,47.9180275,-122.0899646
3088,Pleasant Hill,IA,10170,41.5964843,-93.5148963
3089,Calimesa,CA,10170,34.0039044,-117.0619774
3090,Plymouth,IN,10170,41.3436555,-86.3097278
3091,Cairo,GA,10168,30.8773326,-84.2079425
3092,Alpena,MI,10164,45.0176181,-83.6670019
3093,Port Townsend,WA,10162,48.1179702,-122.769544
3094,Cordele,GA,10160,31.9635074,-83.7823938
3095,Robstown,TX,10159,27.7903032,-97.6688843
3096,Rainbow City,AL,10158,33.9549152,-86.0414098
3097,Vernon,TX,10146,34.1513105,-99.2860857
3098,Cedartown,GA,10145,34.0124425,-85.2559398
3099,La Plata,MD,10143,38.5260311,-76.9766569
3100,Safford,AZ,10136,32.8339546,-109.70758
3101,Waynesville,NC,10131,35.4887476,-82.9888725
3102,Hillsdale,NJ,10131,41.0025975,-74.0404175
3103,Lenoir City,TN,10130,35.7972998,-84.2560299
3104,Harrisonville,MO,10129,38.655124,-94.3471072
3105,Wood-Ridge,NJ,10127,40.8456555,-74.0879195
3106,Rockport,TX,10123,28.0205733,-97.0544341
3107,East Rockaway,NY,10121,40.6415296,-73.6656011
3108,Airmont,NY,10120,41.1009293,-74.1162544
3109,Grosse Pointe Farms,MI,10119,42.4092038,-82.8918587
3110,Vernal,UT,10116,40.4556825,-109.5284741
3111,San Elizario,TX,10106,31.5775694,-106.2653217
3112,Spanish Fort,AL,10103,30.6754503,-87.9040269
3113,Waldwick,NJ,10103,41.0109281,-74.1182019
3114,Boaz,AL,10100,34.2006503,-86.1663655
3115,New Richmond,WI,10096,45.1230213,-92.5365865
3116,Franklin,KY,10092,36.722263,-86.5772177
3117,Rio Vista,CA,10084,38.1557502,-121.6913439
3118,Baker City,OR,10082,44.7748748,-117.8343848
3119,West Point,MS,10074,33.6076186,-88.6503255
3120,Woodbury,NJ,10070,39.8381691,-75.1526774
3121,Maywood,NJ,10068,40.902599,-74.0618074
3122,Cody,WY,10068,44.5263107,-109.056392
3123,Howell,MI,10064,42.6072552,-83.9293952
3124,Highland,IL,10062,38.7707945,-89.67878163
3125,Clinton,TN,10060,36.1034126,-84.1318632
3126,Brentwood,PA,10060,40.3732693,-79.9756206
3127,Cambridge,OH,10050,40.031183,-81.5884561
3128,Sparta,WI,10044,43.9441328,-90.8129118
3129,Atoka,TN,10041,35.4411945,-89.7781379
3130,Ogdensburg,NY,10025,44.694285,-75.486374
3131,Cedar Hills,UT,10023,40.4141174,-111.7585414
3132,La Grange,KY,10021,38.4075527,-85.3788246
3133,Lancaster,NY,10019,42.9076585,-78.61786767
3134,Independence,OR,10015,44.8560029,-123.1913034
3135,East Rutherford,NJ,10008,40.82046,-74.08307622
3136,Warrenton,VA,10001,38.7135498,-77.795367
3137,Glenwood Springs,CO,9999,39.5507448,-107.3255001
3138,Willoughby Hills,OH,9997,41.598382,-81.418447
3139,Ellisville,MO,9994,38.5946373,-90.584838
3140,Cape Canaveral,FL,9990,28.45077,-80.52662
3141,Wendell,NC,9984,35.780987,-78.3697213
3142,Mayfield,KY,9976,36.7413624,-88.6352595
3143,Struthers,OH,9975,41.0543573,-80.5917707
3144,Fairfield,AL,9975,33.47568775,-86.91666696
3145,Reedsburg,WI,9973,43.5324809,-90.0026259
3146,Tremonton,UT,9970,41.7118728,-112.165507
3147,Muskegon Heights,MI,9958,43.201126,-86.238946
3148,Lowell,AR,9957,36.2553543,-94.1307587
3149,Kinnelon,NJ,9953,41.0017644,-74.367096
3150,Columbia City,IN,9953,41.156928,-85.4884616
3151,Marysville,MI,9951,42.9125306,-82.48686
3152,Rye Brook,NY,9951,41.0192641,-73.6834621
3153,Greencastle,IN,9947,39.6444898,-86.8647316
3154,Uniontown,PA,9946,39.900076,-79.7164326
3155,Capitola,CA,9945,36.9762927,-121.954057
3156,Mission,KS,9942,39.0277832,-94.6557914
3157,Wapakoneta,OH,9939,40.5678265,-84.1935594
3158,Sleepy Hollow,NY,9928,41.085652,-73.8584684
3159,Fair Oaks Ranch,TX,9925,29.7457771,-98.6433561
3160,East Liverpool,OH,9918,40.6186756,-80.5772928
3161,Elgin,TX,9896,30.3495084,-97.371118
3162,Peru,IL,9891,41.3272919,-89.1287636
3163,Heath,TX,9886,32.8365147,-96.474987
3164,Keokuk,IA,9883,41.3154792,-92.1867128
3165,Sauk Village,IL,9881,41.4883685,-87.5675414
3166,Fultondale,AL,9880,33.6349905,-86.78872033
3167,Jesup,GA,9877,31.6074365,-81.8853924
3168,Decatur,IN,9873,40.830603,-84.9291329
3169,Bristol,PA,9868,40.1229002,-74.86447058
3170,College Place,WA,9863,46.0491763,-118.3880417
3171,Sweet Home,OR,9856,44.3976247,-122.7361959
3172,Fredonia,NY,9855,42.440058,-79.331711
3173,Lincoln City,OR,9850,44.9617922,-124.0159522
3174,Arden Hills,MN,9850,45.0761409,-93.1666945
3175,Thomaston,GA,9842,32.8881879,-84.3265855
3176,East Stroudsburg,PA,9840,40.9995386,-75.1812913
3177,Winfield,IL,9830,41.8616956,-88.1609031
3178,Detroit Lakes,MN,9819,46.817181,-95.845325
3179,DeRidder,LA,9817,30.846201,-93.289281
3180,Bastrop,TX,9807,30.0541116,-97.3887764
3181,Morrisville,PA,9803,40.2114978,-74.7879399
3182,Washington,NC,9797,38.88979215,-77.0408245
3183,Alamosa,CO,9754,37.5780995,-105.7890452
3184,Vidor,TX,9753,30.1316001,-94.0154542
3185,Hamburg,NY,9747,42.7508956,-78.8473184
3186,Brownsville,TN,9745,35.5939671,-89.262291
3187,Keansburg,NJ,9745,40.4417743,-74.1298643
3188,Roanoke,TX,9734,33.0040126,-97.2258483
3189,Jennings,LA,9730,30.2224284,-92.657085
3190,New Square,NY,9728,41.1409461,-74.0295992
3191,Burlington,NJ,9728,40.0192445,-74.81923825
3192,Canonsburg,PA,9718,40.2625702,-80.1872797
3193,Bargersville,IN,9715,39.5208818,-86.1677657
3194,Hillsborough,NC,9700,36.0752297,-79.0992279
3195,Eagle Point,OR,9698,42.4718284,-122.8014155
3196,Sunbury,PA,9698,40.8619754,-76.7936252
3197,Cambridge,MN,9698,45.5727408,-93.2243921
3198,Sedona,AZ,9697,34.8679599,-111.7617165
3199,Coweta,OK,9696,35.9524768,-95.6508637
3200,Marathon,FL,9696,24.7137524,-81.0903512
3201,Middletown,KY,9694,38.2453487,-85.5388489
3202,Berlin,NH,9691,44.4688795,-71.1836547
3203,Silver City,NM,9689,32.7751371,-108.2754371
3204,Davenport,FL,9680,28.1614046,-81.6017417
3205,Mount Airy,MD,9680,39.3765918,-77.1549078
3206,Sturgeon Bay,WI,9654,44.8341639,-87.377042
3207,Avon Park,FL,9651,27.5960827,-81.5060858
3208,Bastrop,LA,9646,32.7761446,-91.9082967
3209,Orange Cove,CA,9645,36.624394,-119.31373
3210,Flossmoor,IL,9645,41.5428123,-87.6847684
3211,North College Hill,OH,9643,39.2183911,-84.5507778
3212,Fairfield,IA,9641,41.0087364,-91.9626486
3213,Brewer,ME,9638,44.796942,-68.760681
3214,Green Cove Springs,FL,9637,29.9919779,-81.6781097
3215,Bladensburg,MD,9632,38.9392997,-76.9337983
3216,Ingleside,TX,9598,27.876615,-97.2098831
3217,Parsons,KS,9590,37.3407838,-95.2596295
3218,Bluefield,WV,9588,37.2698395,-81.2223195
3219,Monett,MO,9587,36.9289518,-93.9277149
3220,Tomah,WI,9587,43.978576,-90.5040214
3221,Oil City,PA,9571,41.433948,-79.706441
3222,Jacinto City,TX,9570,29.7673433,-95.2336723
3223,Rolesville,NC,9569,35.9232862,-78.4573914
3224,Morehead City,NC,9568,34.7229391,-76.7260436
3225,Girard,OH,9567,41.153947,-80.701466
3226,Diamondhead,MS,9565,30.3627275,-89.37943743
3227,The Village,OK,9565,35.5658553,-97.5494185
3228,Pike Road,AL,9558,32.272931,-86.15019
3229,Matawan,NJ,9553,40.41483,-74.2295891
3230,Grinnell,IA,9552,41.7430554,-92.7224206
3231,Steger,IL,9552,41.4700348,-87.636432
3232,Middletown,PA,9552,40.1784423,-74.89305747
3233,LaSalle,IL,9548,41.3474892,-88.9011861
3234,Monroe,NY,9544,41.3304767,-74.1866348
3235,Bridge City,TX,9543,30.0207678,-93.8457255
3236,Pleasant Grove,AL,9536,33.4909405,-86.9702714
3237,Middleton,ID,9535,43.7068282,-116.6201357
3238,Manhattan,IL,9532,41.4225316,-87.9858863
3239,Amityville,NY,9526,40.6789893,-73.4170673
3240,Oakwood,OH,9526,41.365333,-81.507896
3241,Itasca,IL,9526,41.9751722,-88.0067509
3242,Indianola,MS,9524,33.4509513,-90.6550917
3243,Greenwood,AR,9506,35.2167352,-94.2560266
3244,Louisville,OH,9503,40.8375307,-81.2595731
3245,Lititz,PA,9495,40.1571252,-76.3072103
3246,Flowery Branch,GA,9490,34.1851017,-83.9251809
3247,Hartland,WI,9489,43.105008,-88.3420398
3248,Fairview,TN,9483,35.9820074,-87.1213953
3249,Madeira,OH,9482,39.1908926,-84.3635507
3250,Cusseta-Chattahoochee County,GA,9482,32.3047293,-84.77638308
3251,Mahomet,IL,9470,40.195142,-88.4052266
3252,Bay St. Louis,MS,9459,30.3132453,-89.3343223
3253,Harvard,IL,9457,42.422241,-88.6137101
3254,Alma,MI,9443,43.37892,-84.659727
3255,Pryor Creek,OK,9439,36.3084275,-95.3169136
3256,Hyrum,UT,9439,41.63412,-111.8551944
3257,Florence,OR,9436,43.9800086,-124.1013089
3258,Woodway,TX,9434,31.5059105,-97.2050856
3259,Helena-West Helena,AR,9432,34.539412,-90.6155926
3260,Rochelle,IL,9427,41.9239178,-89.0687074
3261,Mooresville,IN,9416,39.6128243,-86.37416
3262,Anaconda-Deer Lodge County,MT,9413,46.1294685,-112.953131
3263,Riverdale,UT,9410,41.1791924,-111.9929921
3264,Bethalto,IL,9407,38.9093789,-90.0406568
3265,Southside,AL,9406,33.895979,-86.02962498
3266,Mound,MN,9403,44.9366295,-93.6660719
3267,Clarksville,AR,9394,35.4713108,-93.4664819
3268,Winchester,TN,9392,35.1859901,-86.1118359
3269,Carencro,LA,9388,30.317144,-92.0490096
3270,Sheffield,AL,9387,34.7650888,-87.6986407
3271,Sellersburg,IN,9386,38.3979718,-85.7550735
3272,South Amboy,NJ,9383,40.4821114,-74.2828828
3273,Eunice,LA,9382,30.4943669,-92.4176324
3274,Salem,UT,9376,40.0529062,-111.6736599
3275,Havre,MT,9358,48.5536972,-109.677802
3276,Plymouth,MI,9356,42.3712,-83.4675021
3277,Mechanicsburg,PA,9343,40.2101972,-77.0047276
3278,Warren,PA,9338,41.843949,-79.145045
3279,Merrill,WI,9333,45.180522,-89.683459
3280,Middlesborough,KY,9333,36.6180555,-83.71392562
3281,Quakertown,PA,9332,40.43892025,-75.34667756
3282,Laurens,SC,9331,34.4989248,-82.0156362
3283,Groton,CT,9329,41.3501598,-72.0761998
3284,Ecorse,MI,9320,42.2444833,-83.145757
3285,Bridgeport,WV,9308,39.2864787,-80.2561981
3286,Denham Springs,LA,9295,30.4868564,-90.9562125
3287,Leonia,NJ,9293,40.8617353,-73.9880495
3288,Fallon,NV,9291,39.4745166,-118.777895
3289,Rathdrum,ID,9290,47.8111504,-116.8969312
3290,Richmond Heights,MO,9283,38.6282707,-90.3191285
3291,Rensselaer,NY,9282,42.6425795,-73.742898
3292,Palm Beach,FL,9280,26.6279798,-80.4494174
3293,Augusta,KS,9278,37.6913769,-96.9707179
3294,Conshohocken,PA,9270,40.0792766,-75.3015714
3295,Shelby,OH,9269,40.881436,-82.6618953
3296,Sugar Grove,IL,9259,41.7614181,-88.443686
3297,Washington Terrace,UT,9252,41.1727268,-111.9766208
3298,Shawano,WI,9248,44.7822064,-88.6089917
3299,Riverside,IL,9247,41.8323474,-87.8153195
3300,Charlotte,MI,9243,42.5637369,-84.8355792
3301,Burlington,WA,9240,48.4738136,-122.3304539
3302,St. Anthony,MN,9236,45.0283001,-93.2187368
3303,Waseca,MN,9229,44.0172242,-93.5885717
3304,Willowbrook,IL,9218,41.7697533,-87.9358931
3305,Aliquippa,PA,9212,40.6102386,-80.267726
3306,Chatham,NJ,9204,40.7409242,-74.3836711
3307,Rockingham,NC,9200,34.9393201,-79.7739457
3308,Bee Cave,TX,9189,30.3085373,-97.94501
3309,Canal Winchester,OH,9188,39.8429205,-82.81594617
3310,Des Peres,MO,9181,38.6049811,-90.4426837
3311,Ventnor City,NJ,9180,39.3405045,-74.4773916
3312,Elsmere,KY,9173,39.0125608,-84.6046663
3313,Toccoa,GA,9158,34.5774368,-83.332881
3314,East Grand Forks,MN,9157,47.9317013,-97.0175792
3315,St. Francis,WI,9154,42.9744081,-87.8709308
3316,Tuskegee,AL,9149,32.4240286,-85.6916195
3317,Perkasie,PA,9148,40.372048,-75.292676
3318,Huntertown,IN,9148,41.2283821,-85.1724741
3319,Hailey,ID,9148,43.519629,-114.315325
3320,Live Oak,CA,9147,39.2757232,-121.65997
3321,Locust Grove,GA,9146,33.3459495,-84.109083
3322,Sunset Hills,MO,9145,38.5389423,-90.407341
3323,Grants,NM,9141,35.14726,-107.851446
3324,Hooper,UT,9140,41.1643301,-112.1234484
3325,Cresskill,NJ,9138,40.9414874,-73.9593041
3326,Waterford,CA,9133,37.6413202,-120.7604834
3327,Absecon,NJ,9119,39.4284503,-74.4957076
3328,Clinton,MO,9119,39.5975986,-94.4184896
3329,Wasilla,AK,9116,61.5824216,-149.4425638
3330,Harahan,LA,9109,29.9404826,-90.2031313
3331,Tiburon,CA,9107,37.8844389,-122.454565
3332,Hawthorn Woods,IL,9101,42.2169686,-88.0495211
3333,McFarland,WI,9101,43.0123487,-89.2897646
3334,Little Falls,MN,9097,45.9763545,-94.3625024
3335,Helotes,TX,9094,29.5635688,-98.6884208
3336,Bernalillo,NM,9084,35.21287095,-106.7132485
3337,Lynwood,IL,9081,41.5255648,-87.54056
3338,Greenville,MI,9078,43.1775314,-85.2527987
3339,Delta,CO,9077,38.8368777,-107.8568294
3340,Beaver Falls,PA,9074,40.7520097,-80.3192295
3341,Benton Harbor,MI,9069,42.1167065,-86.4541894
3342,Lago Vista,TX,9068,30.4531735,-97.9930703
3343,Oakland,TN,9059,35.228976,-89.5150764
3344,Ivins,UT,9058,37.1685907,-113.6794057
3345,Tuscumbia,AL,9055,34.7312005,-87.70253
3346,Economy,PA,9054,40.631752,-80.1938574
3347,Orting,WA,9054,47.0978795,-122.2042824
3348,Lake Park,FL,9053,26.8002153,-80.0661631
3349,Craig,CO,9028,40.5152491,-107.5464541
3350,Harrodsburg,KY,9025,37.762298,-84.8432852
3351,Haledon,NJ,9023,40.935654,-74.186256
3352,Newark,NY,9021,43.0467301,-77.0952516
3353,Manteno,IL,9013,41.2506759,-87.8314299
3354,Harwood Heights,IL,9011,41.9669615,-87.8076726
3355,Mount Pleasant,IA,9005,40.966312,-91.5539956
3356,Highland Park,MI,9003,42.4055981,-83.0965829
3357,Indian Harbour Beach,FL,9002,28.1489021,-80.5883855
3358,Chillicothe,MO,8998,39.7948749,-93.5532779
3359,Fitzgerald,GA,8994,31.7220516,-83.25258669
3360,Saline,MI,8992,42.1667072,-83.7816075
3361,Ladue,MO,8990,38.6497743,-90.3806725
3362,Pulaski,VA,8978,37.0478983,-80.7797935
3363,Sheffield Lake,OH,8978,41.48754,-82.101537
3364,Gibsonville,NC,8977,36.09791955,-79.54583336
3365,Purcellville,VA,8977,39.1367717,-77.7147153
3366,Angola,IN,8976,41.634874,-84.99928
3367,Cloverdale,CA,8975,38.8054624,-123.017222
3368,Blanchard,OK,8969,35.1378428,-97.6580904
3369,Oak Grove,MN,8963,45.3407981,-93.326897
3370,Big Rapids,MI,8957,43.698078,-85.483656
3371,Brownfield,TX,8955,33.1811661,-102.274237
3372,North Haledon,NJ,8951,40.9550981,-74.1859782
3373,Plymouth,WI,8941,43.7486054,-87.977038
3374,Rice Lake,WI,8937,45.5027976,-91.7331646
3375,Caldwell,NJ,8934,40.8398218,-74.2765366
3376,Brooksville,FL,8909,28.5552719,-82.3878709
3377,Clayton,NJ,8909,39.6601148,-75.0921197
3378,Sanger,TX,8908,33.3631706,-97.1739028
3379,Coffeyville,KS,8906,37.0372999,-95.6163634
3380,Monmouth,IL,8906,40.9127103,-90.6472477
3381,Lapeer,MI,8906,43.0904764,-83.2333705
3382,Winslow,AZ,8901,35.0241874,-110.6973572
3383,McCordsville,IN,8899,39.8939648,-85.9219417
3384,St. Pete Beach,FL,8875,27.71805,-82.76843047
3385,Collingdale,PA,8873,39.91452125,-75.27759329
3386,Park Ridge,NJ,8870,41.0375969,-74.0406956
3387,Windsor,WI,8857,43.2165866,-89.3402046
3388,Highland Park,TX,8852,32.831563,-96.8007733
3389,Maysville,KY,8851,38.6411854,-83.744365
3390,Signal Mountain,TN,8844,35.1223478,-85.3436973
3391,Napoleon,OH,8844,41.3922726,-84.1252243
3392,Hope,AR,8840,33.6670616,-93.5915665
3393,Seneca,SC,8836,34.6865321,-82.9527288
3394,Toppenish,WA,8831,46.3775015,-120.308938
3395,Dayton,TX,8828,30.0473202,-94.8873913
3396,Carbondale,PA,8821,41.5736935,-75.5018508
3397,Savoy,IL,8811,40.054753,-88.2517165
3398,Glencoe,IL,8809,42.1350268,-87.7581188
3399,Presque Isle,ME,8808,46.681479,-68.016357
3400,Franklin,NH,8806,43.4442432,-71.6472988
3401,Boonton,NJ,8804,40.9049515,-74.40537813
3402,Hoquiam,WA,8802,46.980929,-123.889335
3403,Pitman,NJ,8797,39.73426055,-75.13089454
3404,Pleasant Hill,MO,8795,38.794218,-94.24767234
3405,Fort Valley,GA,8781,32.5537585,-83.8874084
3406,Commerce,TX,8780,33.2442615,-95.9006353
3407,Lamesa,TX,8776,32.7357287,-101.9550202
3408,Poteau,OK,8773,35.0568053,-94.6199966
3409,Port Jervis,NY,8770,41.3750937,-74.692663
3410,Bogota,NJ,8762,40.8762106,-74.0298621
3411,Rock Falls,IL,8761,41.7797533,-89.6889967
3412,Cheviot,OH,8744,39.1570028,-84.6132787
3413,Jeannette,PA,8742,40.3281247,-79.6153198
3414,Bath,ME,8742,43.910755,-69.820862
3415,Wyoming,OH,8738,39.2311692,-84.4657758
3416,Lake Villa,IL,8735,42.4169651,-88.0739708
3417,Wesley Chapel,NC,8732,35.0070935,-80.6745131
3418,Andalusia,AL,8731,31.3080607,-86.482424
3419,Mascoutah,IL,8730,38.490327,-89.793154
3420,Cortez,CO,8727,37.3494528,-108.584073
3421,Clanton,AL,8725,32.8387371,-86.6294262
3422,Thief River Falls,MN,8723,48.1172301,-96.1770667
3423,Bryan,OH,8717,41.4747732,-84.5524508
3424,Chanute,KS,8714,37.6792135,-95.4572034
3425,Graham,TX,8707,33.1020053,-98.581341
3426,Milton,WA,8706,47.2481166,-122.312837
3427,Olney,IL,8703,38.7296538,-88.0846891
3428,Anthony,NM,8701,32.0058303,-106.596726
3429,Orange Park,FL,8697,30.1654707,-81.7016346
3430,Clarendon Hills,IL,8691,41.7961237,-87.9551429
3431,Audubon,NJ,8688,39.8909466,-75.0729504
3432,Booneville,MS,8686,34.6580327,-88.5666451
3433,Highland Heights,OH,8684,41.551995,-81.478452
3434,Fort Mitchell,KY,8681,39.0595047,-84.5474432
3435,Tecumseh,MI,8658,42.0039331,-83.9449417
3436,Oxford,NC,8657,36.3107004,-78.5908345
3437,Covington,TN,8650,35.5642474,-89.6464672
3438,Baxter,MN,8640,46.3433005,-94.286666
3439,Monona,WI,8640,43.0622189,-89.3340068
3440,Glenwood,IL,8640,41.5424867,-87.6022765
3441,Park Hills,MO,8638,37.8517986,-90.5228976
3442,Gonzales,CA,8638,36.5080741,-121.4447041
