rank,city,state,population,growth,latitude,longitude
105,Des Moines,IA,203433,41.5910323,-93.6046655
106,Modesto,CA,201165,37.6390972,-120.9968782
107,Fayetteville,NC,200564,35.0525759,-78.878292
108,Shreveport,LA,199311,32.5221828,-93.7651944
109,Akron,OH,199110,41.083064,-81.518485
110,Tacoma,WA,198397,47.2495798,-122.4398746
111,Aurora,IL,197899,41.7571701,-88.3147539
112,Oxnard,CA,197899,34.1976308,-119.1803818
113,Fontana,CA,196069,34.0922335,-117.435048
114,Yonkers,NY,195976,40.9312099,-73.8987469
115,Augusta-Richmond County,GA,195844,33.4709714,-81.9748429
116,Mobile,AL,195111,30.6943566,-88.0430541
117,Little Rock,AR,193524,34.7465071,-92.2896267
118,Moreno Valley,CA,193365,33.937517,-117.2305944
119,Glendale,CA,191719,34.1469416,-118.2478471
120,Amarillo,TX,190695,35.2072185,-101.8338246
121,Huntington Beach,CA,189992,33.6783336,-118.0000166
122,Columbus,GA,189885,32.4610708,-84.9880449
123,Grand Rapids,MI,188040,42.9632405,-85.6678639
124,Salt Lake City,UT,186440,40.7596198,-111.8867975
125,Tallahassee,FL,181376,30.4380832,-84.2809332
126,Worcester,MA,181045,42.2625621,-71.8018877
127,Newport News,VA,180719,36.9775016,-76.42977
128,Huntsville,AL,180105,34.729847,-86.5859011
129,Knoxville,TN,178874,35.9603948,-83.9210261
130,Providence,RI,178042,41.8239891,-71.4128343
131,Santa Clarita,CA,176320,34.3916641,-118.542586
132,Grand Prairie,TX,175396,32.7459645,-96.9977846
133,Brownsville,TX,175023,25.9140256,-97.4890856
134,Jackson,MS,173514,32.2990021,-90.1847691
135,Overland Park,KS,173372,38.9742502,-94.6851702
136,Garden Grove,CA,170883,33.7746292,-117.9463717
137,Santa Rosa,CA,167815,38.4404925,-122.7141049
138,Chattanooga,TN,167674,35.0457219,-85.3094883
139,Oceanside,CA,167086,33.1958696,-117.3794834
140,Fort Lauderdale,FL,165521,26.1223084,-80.1433786
141,Rancho Cucamonga,CA,165269,34.1279268,-117.5643221
142,Port St. Lucie,FL,164603,27.2939333,-80.3503283
143,Ontario,CA,163924,34.065846,-117.6484304
144,Vancouver,WA,161791,45.6306954,-122.6744557
145,Tempe,AZ,161719,33.4255056,-111.9400091
146,Springfield,MO,159498,37.2166779,-93.2920373
147,Lancaster,CA,156633,34.6981064,-118.1366153
148,Eugene,OR,156185,44.0505054,-123.0950506
149,Pembroke Pines,FL,154750,26.0031465,-80.223937
150,Salem,OR,154637,44.9391565,-123.033121
151,Cape Coral,FL,154305,26.6059432,-81.9806771
152,Peoria,AZ,154065,33.5806115,-112.237294
153,Sioux Falls,SD,153888,43.5460587,-96.7313928
154,Springfield,MA,153060,42.1018764,-72.5886727
155,Elk Grove,CA,153015,38.4087993,-121.3716178
156,Rockford,IL,152871,42.2713945,-89.093966
157,Palmdale,CA,152750,34.5793131,-118.1171108
158,Corona,CA,152374,33.8752945,-117.5664449
159,Salinas,CA,150441,36.6744117,-121.6550372
160,Pomona,CA,149058,34.0553813,-117.7517496
161,Pasadena,TX,149043,29.6910625,-95.2091006
162,Joliet,IL,147433,41.5263603,-88.0840212
163,Paterson,NJ,146199,40.9167654,-74.171811
164,Kansas City,KS,145786,39.100105,-94.5781416
165,Torrance,CA,145438,33.8358492,-118.3406288
166,Syracuse,NY,145170,43.0481221,-76.1474244
167,Bridgeport,CT,144229,41.1670412,-73.2048348
168,Hayward,CA,144186,37.6688205,-122.080796
169,Fort Collins,CO,143986,40.5508527,-105.0668085
170,Escondido,CA,143911,33.1216751,-117.0814849
171,Lakewood,CO,142980,39.7085736,-105.0846694
172,Naperville,IL,141853,41.7728699,-88.1479278
173,Dayton,OH,141527,39.7589478,-84.1916069
174,Hollywood,FL,140768,26.0112014,-80.1494901
175,Sunnyvale,CA,140081,37.3688301,-122.036349
176,Alexandria,VA,139966,38.8051095,-77.0470229
177,Mesquite,TX,139824,32.7666103,-96.599472
178,Hampton,VA,137436,37.0300969,-76.3452057
179,Pasadena,CA,137122,34.1476452,-118.1444779
180,Orange,CA,136416,33.7500378,-117.8704931
181,Savannah,GA,136286,32.0809263,-81.0911768
182,Cary,NC,135234,35.7882893,-78.7812081
183,Fullerton,CA,135161,33.8739385,-117.9243399
184,Warren,MI,134056,42.4932575,-83.0062746
185,Clarksville,TN,132929,36.5277607,-87.3588703
186,McKinney,TX,131117,33.1976496,-96.6154471
187,McAllen,TX,129877,26.204114,-98.2300605
188,New Haven,CT,129779,41.3082138,-72.9250518
189,Sterling Heights,MI,129699,42.5803122,-83.0302033
190,West Valley City,UT,129480,40.6967254,-111.9868211
191,Columbia,SC,129272,38.88974405,-77.04086076
192,Killeen,TX,127921,31.1171441,-97.727796
193,Topeka,KS,127473,39.049011,-95.677556
194,Thousand Oaks,CA,126683,34.1705609,-118.8375937
195,Cedar Rapids,IA,126326,41.9758872,-91.6704053
196,Olathe,KS,125872,38.8838856,-94.81887
197,Elizabeth,NJ,124969,40.6639916,-74.2107006
198,Waco,TX,124805,31.549333,-97.1466695
199,Hartford,CT,124775,41.764582,-72.6908547
200,Visalia,CA,124442,36.3302284,-119.2920585
201,Gainesville,FL,124354,29.6519684,-82.3249846
202,Simi Valley,CA,124237,34.2677404,-118.7538071
203,Stamford,CT,122643,41.0534302,-73.5387341
204,Bellevue,WA,122363,47.6144219,-122.192337
205,Concord,CA,122067,37.9768525,-122.0335624
206,Miramar,FL,122041,25.9873137,-80.2322706
207,Coral Springs,FL,121096,26.271192,-80.2706044
208,Lafayette,LA,120623,30.2043259,-92.0298813
209,Charleston,SC,120083,32.7876012,-79.9402728
210,Carrollton,TX,119097,32.9537349,-96.8902816
211,Roseville,CA,118788,38.7521235,-121.2880059
212,Thornton,CO,118772,39.8695516,-104.985181
213,Beaumont,TX,118296,30.0860459,-94.1018461
214,Allentown,PA,118032,40.6022059,-75.4712794
215,Surprise,AZ,117517,33.6292271,-112.3680189
216,Evansville,IN,117429,37.9747645,-87.5558483
217,Abilene,TX,117063,32.44645,-99.7475905
218,Frisco,TX,116989,33.1506744,-96.8236116
219,Independence,MO,116830,39.0924792,-94.4137923
220,Santa Clara,CA,116468,37.2333253,-121.6846349
221,Springfield,IL,116250,39.7990175,-89.6439575
222,Vallejo,CA,115942,38.1040864,-122.2566367
223,Victorville,CA,115903,34.5361067,-117.2911565
224,Athens-Clarke County,GA,115452,33.9458693,-83.3557816
225,Peoria,IL,115007,40.6938609,-89.5891008
226,Lansing,MI,114297,42.7337712,-84.5553805
227,Ann Arbor,MI,113934,42.2681569,-83.7312291
228,El Monte,CA,113475,34.0751571,-118.036849
229,Denton,TX,113383,33.1838787,-97.1413417
230,Berkeley,CA,112580,37.8753497,-122.2396336
231,Provo,UT,112488,40.2337289,-111.6587085
232,Downey,CA,111772,33.942215,-118.1235646
233,Midland,TX,111147,32.02393955,-102.0964892
234,Norman,OK,110925,35.2225717,-97.4394816
235,Waterbury,CT,110366,41.5538091,-73.0438362
236,Costa Mesa,CA,109960,33.6636611,-117.9194652
237,Inglewood,CA,109673,33.9562003,-118.353132
238,Manchester,NH,109565,42.9956397,-71.4547891
239,Murfreesboro,TN,108755,35.8460396,-86.3921096
240,Columbia,MO,108500,38.9464035,-92.34846316
241,Elgin,IL,108188,42.03726,-88.2810994
242,Clearwater,FL,107685,27.9658533,-82.8001026
243,Miami Gardens,FL,107167,25.9423108,-80.23976495
244,Rochester,MN,106769,44.0234387,-92.4630182
245,Pueblo,CO,106595,38.2544472,-104.609141
246,Lowell,MA,106519,42.6334247,-71.3161718
247,Wilmington,NC,106476,34.2257282,-77.9447107
248,Arvada,CO,106433,39.8005505,-105.0811573
249,San Buenaventura (Ventura),CA,106433,34.3640573,-119.3110159
250,Westminster,CO,106114,39.8366528,-105.0372046
251,West Covina,CA,106098,34.0471735,-117.8963243
252,Gresham,OR,105594,45.4997475,-122.4309766
253,Fargo,ND,105549,46.877229,-96.789821
254,Norwalk,CA,105549,33.9092802,-118.0849169
255,Carlsbad,CA,105328,33.1580933,-117.3505966
256,Fairfield,CA,105321,38.2493581,-122.039966
257,Cambridge,MA,105162,42.3750997,-71.1056157
258,Wichita Falls,TX,104553,33.9137085,-98.4933873
259,High Point,NC,104371,35.9556924,-80.0053176
260,Billings,MT,104170,45.7874957,-108.49607
261,Green Bay,WI,104057,44.5126379,-88.0125794
262,West Jordan,UT,103712,40.6061308,-111.9396586
263,Richmond,CA,103701,37.9357576,-122.347748
264,Murrieta,CA,103466,33.5777524,-117.1884542
265,Burbank,CA,103340,34.1816482,-118.3258554
266,Palm Bay,FL,103190,27.9946969,-80.6366144
267,Everett,WA,103019,47.9673056,-122.201399
268,Flint,MI,102434,43.0161693,-83.6900211
269,Antioch,CA,102372,38.0049214,-121.805789
270,Erie,PA,101786,42.1294712,-80.0852695
271,South Bend,IN,101168,41.6833813,-86.2500066
272,Daly City,CA,101123,37.6904826,-122.47267
273,Centennial,CO,100377,39.579155,-104.8769227
274,Temecula,CA,100097,33.4946353,-117.1473661
275,Odessa,TX,99940,31.8457149,-102.367687
276,West Palm Beach,FL,99919,26.715364,-80.0532942
277,Round Rock,TX,99887,30.5085915,-97.6788056
278,Pompano Beach,FL,99845,26.2378597,-80.1247667
279,Davenport,IA,99685,41.5236436,-90.5776368
280,Santa Maria,CA,99553,34.9531295,-120.4358577
281,El Cajon,CA,99478,32.7947731,-116.962526
282,Richardson,TX,99223,32.9481789,-96.7297206
283,Kenosha,WI,99218,42.5846773,-87.8212263
284,Rialto,CA,99171,34.1064001,-117.3703235
285,Broken Arrow,OK,98850,36.0185695,-95.79088215
286,Dearborn,MI,98153,42.3222599,-83.1763145
287,Albany,NY,97856,42.6511674,-73.754968
288,Las Cruces,NM,97618,32.3140354,-106.7798078
289,North Charleston,SC,97471,32.9131295,-80.0629982
290,Lakeland,FL,97422,28.0394654,-81.9498042
291,Boulder,CO,97385,40.0149856,-105.270545
292,San Mateo,CA,97207,37.496904,-122.3330573
293,Roanoke,VA,97032,37.270973,-79.9414313
294,Livonia,MI,96942,42.36837,-83.3527097
295,Tyler,TX,96900,32.3512601,-95.3010624
296,Lawton,OK,96867,34.6086854,-98.3903305
297,Compton,CA,96455,33.894927,-118.226624
298,Clovis,CA,95631,36.8252277,-119.7029194
299,Portsmouth,VA,95535,36.8444196,-76.3532998
300,Jurupa Valley,CA,95463,33.9798472,-117.4515754
301,Lewisville,TX,95290,33.046233,-96.994174
302,New Bedford,MA,95072,41.6362152,-70.934205
303,South Gate,CA,94396,33.9463456,-118.200981
304,College Station,TX,93857,30.5955289,-96.3071042
305,Sandy Springs,GA,93853,33.9242688,-84.3785379
306,Vista,CA,93834,33.2000368,-117.2425355
307,Brockton,MA,93810,42.0834335,-71.0183787
308,Mission Viejo,CA,93305,33.5965685,-117.659405
309,San Angelo,TX,93200,31.4649685,-100.4405094
310,Yuma,AZ,93064,32.665135,-114.4760316
311,Greeley,CO,92889,40.4233142,-104.7091322
312,Vacaville,CA,92428,38.3565773,-121.9877444
313,Kent,WA,92411,47.3826903,-122.2270272
314,Quincy,MA,92271,42.2509914,-71.0037374
315,Davie,FL,91992,26.0628665,-80.2331038
316,Carson,CA,91714,33.8322043,-118.2517547
317,Hillsboro,OR,91611,45.5228939,-122.989827
318,Lee's Summit,MO,91364,38.9107156,-94.3821295
319,Macon,GA,91351,32.8406946,-83.6324022
320,Pearland,TX,91252,29.5639758,-95.2864299
321,Yakima,WA,91067,46.601557,-120.510842
322,Renton,WA,90927,47.4799078,-122.2034496
323,Tuscaloosa,AL,90468,33.2095614,-87.5675258
324,Lynn,MA,90329,42.466763,-70.9494939
325,Sparks,NV,90264,39.5404679,-119.7487235
326,Hesperia,CA,90173,34.4263886,-117.3008784
327,Redding,CA,89861,40.5863563,-122.391675
328,Beaverton,OR,89803,45.4871723,-122.80378
329,Spokane Valley,WA,89755,47.6571104,-117.2613936
330,Santa Monica,CA,89736,34.0194704,-118.4912273
331,Westminster,CA,89701,33.7578725,-117.9859054
332,Federal Way,WA,89306,47.313494,-122.3393103
333,Waukegan,IL,89078,42.3636331,-87.8447938
334,Fall River,MA,88857,41.7010642,-71.1546367
335,Santa Barbara,CA,88410,34.4221319,-119.7026673
336,Roswell,GA,88346,34.02332,-84.360022
337,Orem,UT,88328,40.2981599,-111.6944313
338,Reading,PA,88082,40.335345,-75.9279495
339,Miami Beach,FL,87779,25.7929198,-80.1353006
340,Lawrence,KS,87643,38.9719384,-95.2359496
341,Rio Rancho,NM,87521,35.269381,-106.632819
342,Sandy,UT,87461,40.5710454,-111.8953815
343,Nashua,NH,86494,42.7656251,-71.4677032
344,Longmont,CO,86270,40.1672117,-105.1019287
345,Duluth,MN,86265,46.7729322,-92.1251218
346,Fort Smith,AR,86209,35.3784666,-94.3996456
347,Chico,CA,86187,39.7284945,-121.8374777
348,Norwalk,CT,85603,41.1175966,-73.4078968
349,Whittier,CA,85331,33.9708782,-118.0308396
350,Newport Beach,CA,85186,33.6170092,-117.9294401
351,Deltona,FL,85182,28.9005446,-81.2636738
352,Newton,MA,85146,42.3370414,-71.2092214
353,Plantation,FL,84955,26.12744855,-80.25779068
354,San Leandro,CA,84950,37.7249296,-122.1560768
355,Trenton,NJ,84913,40.2170575,-74.7429463
356,Suffolk,VA,84585,36.7282096,-76.5835703
357,Greenville,NC,84554,35.613224,-77.3724593
358,Sunrise,FL,84439,26.1471902,-80.32966129
359,Boca Raton,FL,84392,26.3586885,-80.0830984
360,Hawthorne,CA,84293,33.9188589,-118.3483256
361,Allen,TX,84246,33.1031744,-96.6705503
362,Clifton,NJ,84136,40.8584328,-74.1637553
363,Westland,MI,84094,42.3238056,-83.4005321
364,Cicero,IL,83891,41.8455398,-87.7540199
365,San Marcos,CA,83781,33.1433723,-117.1661449
366,League City,TX,83560,29.5074538,-95.0949303
367,Asheville,NC,83393,35.6009498,-82.5540161
368,Citrus Heights,CA,83301,38.7071247,-121.2810611
369,Alhambra,CA,83089,34.093042,-118.12706
370,Tracy,CA,82922,37.7385507,-121.4201395
371,Bloomington,MN,82893,44.8322405,-93.3204872
372,Ogden,UT,82825,41.2230048,-111.9738429
373,Sioux City,IA,82684,42.4966815,-96.4058782
374,Warwick,RI,82672,41.7002024,-71.4161108
375,Hoover,AL,81619,33.4092646,-86.66217961
376,Parma,OH,81601,41.3822398,-81.7355692
377,Nampa,ID,81557,43.5737361,-116.559631
378,Edmond,OK,81405,35.6571367,-97.4649038
379,Champaign,IL,81055,40.1164841,-88.2430932
380,Troy,MI,80980,42.6055893,-83.1499304
381,Livermore,CA,80968,37.6820583,-121.7680531
382,Danbury,CT,80893,41.394817,-73.4540111
383,Bellingham,WA,80885,48.7544012,-122.4788361
384,Hammond,IN,80830,41.5833658,-87.500043
385,Buena Park,CA,80530,33.870413,-117.9962165
386,Longview,TX,80455,32.5007031,-94.74049
387,Bloomington,IN,80405,39.1670396,-86.5342881
388,Cranston,RI,80387,41.7809588,-71.4371257
389,Gary,IN,80294,41.6020962,-87.3370647
390,Lakewood,CA,80048,33.8503463,-118.1171914
391,Farmington Hills,MI,79740,42.4853125,-83.3771553
392,O'Fallon,MO,79329,38.7910374,-90.7039107
393,Carmel,IN,79191,39.9788017,-86.1189257
394,Concord,NC,79066,35.4094178,-80.5800049
395,Merced,CA,78958,37.1641544,-120.7678602
396,Racine,WI,78860,42.7260523,-87.7825242
397,Sugar Land,TX,78817,29.6196787,-95.6349463
398,Hemet,CA,78657,33.7475203,-116.9719684
399,Chino,CA,77983,34.0133561,-117.690075
400,Largo,FL,77648,27.9094665,-82.7873244
401,Menifee,CA,77519,33.6864432,-117.1770437
402,Albany,GA,77434,31.5782062,-84.1556809
403,Camden,NJ,77344,39.9448402,-75.1198911
404,Lake Forest,CA,77264,33.6469261,-117.6859213
405,Edinburg,TX,77100,26.3013982,-98.1624501
406,New Rochelle,NY,77062,40.9115386,-73.7826363
407,Mission,TX,77058,26.2159066,-98.3252932
408,Napa,CA,76915,38.2971367,-122.2855293
409,Redwood City,CA,76815,37.4863239,-122.232523
410,Fishers,IN,76794,39.9555928,-86.0138729
411,St. Joseph,MO,76780,39.7686055,-94.8466322
412,Johns Creek,GA,76728,34.0181557,-84.190196
413,Bend,OR,76639,44.0581728,-121.3153096
414,Bellflower,CA,76616,33.8825705,-118.1167679
415,Bloomington,IL,76610,40.4797828,-88.9939147
416,Lawrence,MA,76377,42.7070354,-71.1631137
417,Avondale,AZ,76238,33.4355977,-112.349602
418,Bryan,TX,76201,30.6743643,-96.3699632
419,Decatur,IL,76122,39.8454163,-88.9524151
420,Scranton,PA,76089,41.4086874,-75.6621294
421,Melbourne,FL,76068,28.106471,-80.6371513
422,Indio,CA,76036,33.743765,-116.2233152
423,Brooklyn Park,MN,75781,45.1004807,-93.3443585
424,Somerville,MA,75754,42.3875968,-71.0994968
425,Lynchburg,VA,75568,37.4137536,-79.1422464
426,Tustin,CA,75540,33.7458511,-117.826166
427,Baldwin Park,CA,75390,34.0854739,-117.9611761
428,Palm Coast,FL,75180,29.5541432,-81.2207673
429,Arlington Heights,IL,75101,42.0811563,-87.9802164
430,Meridian,ID,75092,43.6086295,-116.392326
431,Deerfield Beach,FL,75018,26.318342,-80.0996306
432,Bethlehem,PA,74982,40.6178915,-75.3786521
433,Medford,OR,74907,42.3264181,-122.8718605
434,Chino Hills,CA,74799,33.9926803,-117.760056
435,Evanston,IL,74486,42.0447388,-87.6930459
436,Kalamazoo,MI,74262,42.291707,-85.5872286
437,Schaumburg,IL,74227,42.0333608,-88.083406
438,Mountain View,CA,74066,37.3893889,-122.0832101
439,Kennewick,WA,73917,46.2087066,-119.1199192
440,Alameda,CA,73812,37.6090291,-121.899142
441,Upland,CA,73732,34.09751,-117.6483876
442,Fayetteville,AR,73580,36.0625843,-94.1574328
443,Bolingbrook,IL,73366,41.7003302,-88.0717708
444,New Britain,CT,73206,41.6612104,-72.7795419
445,Canton,OH,73007,40.7985464,-81.3749508
446,St. George,UT,72897,37.104153,-113.5841313
447,Appleton,WI,72623,44.2613967,-88.4069744
448,Folsom,CA,72203,38.6779591,-121.1760583
449,San Ramon,CA,72148,37.7648021,-121.9544387
450,Wyoming,MI,72125,42.9132581,-85.7057035
451,Lake Charles,LA,71993,30.2265949,-93.2173759
452,Baytown,TX,71802,29.7355047,-94.9774274
453,Gastonia,NC,71741,35.2622158,-81.1838794
454,Southfield,MI,71739,42.4733689,-83.2218731
455,Pawtucket,RI,71148,41.878711,-71.3825558
456,Rochester Hills,MI,70995,42.6583661,-83.1499322
457,Wilmington,DE,70851,39.7459468,-75.546589
458,Waukesha,WI,70718,43.0053145,-88.2473643
459,Plymouth,MN,70576,45.0065149,-93.46651
460,Pharr,TX,70400,26.1947962,-98.1836216
461,Pleasanton,CA,70285,37.6624312,-121.8746789
462,Auburn,WA,70180,47.3075369,-122.2301808
463,Jacksonville,NC,70145,34.7494749,-77.4208221
464,Muncie,IN,70085,40.1936892,-85.3865271
465,Springdale,AR,69797,36.1867442,-94.1288142
466,Passaic,NJ,69781,40.8567663,-74.1284764
467,Lynwood,CA,69772,33.924831,-118.2024154
468,Union City,CA,69516,37.5963232,-122.0816297
469,Apple Valley,CA,69135,34.5008311,-117.1858759
470,Redlands,CA,68747,34.0550328,-117.1827445
471,Palatine,IL,68557,42.1105779,-88.0336888
472,Turlock,CA,68549,37.4946568,-120.8465941
473,Waterloo,IA,68406,42.4979693,-92.3329637
474,Perris,CA,68386,33.7825194,-117.2286478
475,Boynton Beach,FL,68217,26.5256179,-80.0666026
476,Rapid City,SD,67956,44.0869329,-103.2274481
477,Santa Fe,NM,67947,35.6876096,-105.9384569
478,Iowa City,IA,67862,41.6612561,-91.5299106
479,Mount Pleasant,SC,67843,32.7940651,-79.8625851
480,Gulfport,MS,67793,30.3674198,-89.0928155
481,Missouri City,TX,67358,29.6185669,-95.5377215
482,Layton,UT,67311,41.0751048,-111.9741925
483,Mount Vernon,NY,67292,40.9125815,-73.8370786
484,Jonesboro,AR,67263,35.8428646,-90.7034522
485,Lafayette,IN,67140,40.4211664,-86.8943695
486,Manteca,CA,67096,37.7986184,-121.2117148
487,Youngstown,OH,66982,41.1035786,-80.6520161
488,Lauderhill,FL,66887,26.1403635,-80.2133808
489,Loveland,CO,66859,40.3977612,-105.0749801
490,Milpitas,CA,66790,37.4282771,-121.9069256
491,Missoula,MT,66788,46.8701049,-113.995267
492,Redondo Beach,CA,66748,33.8455911,-118.3886766
493,Kenner,LA,66702,29.9942265,-90.2417806
494,Warner Robins,GA,66588,32.6200973,-83.606568
495,Union City,NJ,66455,40.7795455,-74.0237512
496,Portland,ME,66194,43.6610277,-70.2548596
497,Rock Hill,SC,66154,34.9248667,-81.0250784
498,Schenectady,NY,66135,42.8142432,-73.9395687
499,Temple,TX,66102,31.098207,-97.3427847
500,Oshkosh,WI,66083,44.0206919,-88.5408574
501,Eau Claire,WI,65883,44.811349,-91.4984941
502,Flagstaff,AZ,65870,35.1987522,-111.6518229
503,St. Cloud,MN,65842,45.5616075,-94.1642004
504,St. Charles,MO,65794,38.7877791,-90.6747372
505,Davis,CA,65622,38.545379,-121.744583
506,Dothan,AL,65496,31.2237434,-85.3933906
507,Weston,FL,65333,26.10315835,-80.40284231
508,Goodyear,AZ,65275,33.4353672,-112.3576
509,Frederick,MD,65239,39.415779,-77.4127562
510,Jackson,TN,65211,35.6144446,-88.8177418
511,Camarillo,CA,65201,34.2176371,-119.0383541
512,Yuba City,CA,64925,39.1404477,-121.6169108
513,Harlingen,TX,64849,26.1907543,-97.6960599
514,Skokie,IL,64784,42.0333694,-87.7333972
515,Rancho Cordova,CA,64776,38.567526,-121.2232054
516,Flower Mound,TX,64669,33.0283854,-97.0867203
517,Palo Alto,CA,64403,37.4443293,-122.1598465
518,East Orange,NJ,64270,40.767323,-74.2048677
519,Yorba Linda,CA,64234,33.8901096,-117.8249705
520,Eagan,MN,64206,44.818173,-93.1659179
521,Walnut Creek,CA,64173,37.9020731,-122.0618702
522,Lorain,OH,64097,41.4673238,-82.1781904
523,South San Francisco,CA,63632,37.6535403,-122.4168664
524,Janesville,WI,63575,42.6829765,-89.0226793
525,San Clemente,CA,63522,33.4270275,-117.6124179
