rank,city,state,population,latitude,longitude
48,Fresno,CA,355444,36.7295295,-119.7088613
49,Toledo,OH,332832,41.6529143,-83.5378173
50,Buffalo,NY,327931,42.8867166,-78.8783922
51,Wichita,KS,308652,37.6922361,-97.3375448
52,Santa Ana,CA,294309,33.7494951,-117.8732213
53,Mesa,AZ,290212,33.4151117,-111.8314792
54,Colorado Springs,CO,283112,38.8339578,-104.825348
55,Tampa,FL,280826,27.9477595,-82.458444
56,Newark,NJ,275291,40.735657,-74.1723667
57,St. Paul,MN,272235,44.9497487,-93.0931028
58,Louisville,KY,269838,38.2542376,-85.759407
59,Anaheim,CA,266625,33.8347516,-117.911732
60,Birmingham,AL,265940,33.5206824,-86.8024326
61,Arlington,TX,261999,32.701939,-97.10562379
62,Norfolk,VA,261250,36.8968052,-76.2602336
63,Las Vegas,NV,259834,36.1672559,-115.148516
64,Corpus Christi,TX,258439,27.7951482,-97.3942053
65,St. Petersburg,FL,240368,27.7703796,-82.6695085
66,Rochester,NY,230872,43.157285,-77.615214
67,Jersey City,NJ,228475,40.7215682,-74.047455
68,Riverside,CA,226582,33.9459413,-117.4102444
69,Anchorage,AK,226338,61.2163129,-149.894852
70,Lexington,KY,225366,38.0464066,-84.4970393
71,Akron,OH,223182,41.083064,-81.518485
72,Baton Rouge,LA,222342,30.4459596,-91.18738
73,Aurora,CO,221855,39.7405111,-104.8309947
74,Raleigh,NC,220425,35.7803977,-78.6390989
75,Stockton,CA,211495,37.9577016,-121.2907796
76,Fort Wayne,IN,202995,41.0799898,-85.1386015
77,Richmond,VA,202713,37.5385087,-77.43428
78,Mobile,AL,198417,30.6943566,-88.0430541
79,Shreveport,LA,198402,32.5221828,-93.7651944
80,Jackson,MS,196575,32.2990021,-90.1847691
81,Des Moines,IA,193333,41.5910323,-93.6046655
82,Lincoln,NE,192722,40.8088861,-96.7077751
83,Greensboro,NC,191591,36.0726355,-79.7919754
84,Montgomery,AL,190831,32.3669656,-86.3006485
85,Madison,WI,190816,43.074761,-89.3837613
86,Grand Rapids,MI,189673,42.9632405,-85.6678639
87,Yonkers,NY,188185,40.9312099,-73.8987469
88,Hialeah,FL,187905,25.8670439,-80.29146452
89,Lubbock,TX,186770,33.5635206,-101.879336
90,Augusta-Richmond County,GA,186177,33.4709714,-81.9748429
91,Bakersfield,CA,183959,35.3738712,-119.0194639
92,Huntington Beach,CA,182899,33.6783336,-118.0000166
93,Dayton,OH,182393,39.7589478,-84.1916069
94,Garland,TX,180844,32.912624,-96.6388833
95,Glendale,CA,180060,34.1469416,-118.2478471
96,Columbus,GA,178685,32.4610708,-84.9880449
97,Spokane,WA,178120,47.6571934,-117.4235106
98,Tacoma,WA,177341,47.2495798,-122.4398746
99,Little Rock,AR,177086,34.7465071,-92.2896267
100,Fremont,CA,173359,37.5482697,-121.988571
101,Knoxville,TN,173186,35.9603948,-83.9210261
102,Newport News,VA,171477,36.9775016,-76.42977
103,San Bernardino,CA,171209,34.8253019,-116.0833144
104,Arlington,VA,170885,38.8769326,-77.0893094
105,Worcester,MA,169636,42.2625621,-71.8018877
106,Winston-Salem,NC,167254,36.0998131,-80.2440518
107,Modesto,CA,166430,37.6390972,-120.9968782
108,Syracuse,NY,163855,43.0481221,-76.1474244
109,Orlando,FL,163435,28.5421109,-81.3790304
110,Huntsville,AL,160372,34.729847,-86.5859011
111,Providence,RI,160281,41.8239891,-71.4128343
112,Salt Lake City,UT,159952,40.7596198,-111.8867975
113,Paterson,NJ,158019,40.9167654,-74.171811
114,Amarillo,TX,157861,35.2072185,-101.8338246
115,Springfield,MA,156964,42.1018764,-72.5886727
116,Irving,TX,155130,32.8295183,-96.9442177
117,Chattanooga,TN,152828,35.0457219,-85.3094883
118,Chesapeake,VA,151982,36.7183708,-76.2466798
119,Kansas City,KS,151344,39.100105,-94.5781416
120,Glendale,AZ,150867,33.5386858,-112.1859941
121,Fort Lauderdale,FL,148779,26.1223084,-80.1433786
122,Durham,NC,148450,35.9825698,-78.90918653
123,Warren,MI,145080,42.4932575,-83.0062746
124,Rockford,IL,143942,42.2713945,-89.093966
125,Garden Grove,CA,143660,33.7746292,-117.9463717
126,Oxnard,CA,142458,34.1976308,-119.1803818
127,Tempe,AZ,142056,33.4255056,-111.9400091
128,Bridgeport,CT,141555,41.1670412,-73.2048348
129,Flint,MI,141367,43.0161693,-83.6900211
130,Springfield,MO,141115,37.2166779,-93.2920373
131,Savannah,GA,137628,32.0809263,-81.0911768
132,Hartford,CT,137289,41.764582,-72.6908547
133,Chula Vista,CA,135243,32.6400541,-117.0841955
134,Boise City,ID,135150,43.6166163,-116.200886
135,Reno,NV,134747,39.5261206,-119.8126581
136,Hampton,VA,133773,37.0300969,-76.3452057
137,Ontario,CA,133270,34.065846,-117.6484304
138,Torrance,CA,133243,33.8358492,-118.3406288
139,Pomona,CA,132328,34.0553813,-117.7517496
140,Pasadena,CA,131735,34.1476452,-118.1444779
141,New Haven,CT,130191,41.3082138,-72.9250518
142,Scottsdale,AZ,130086,33.4942189,-111.9260184
143,Oceanside,CA,128579,33.1958696,-117.3794834
144,Plano,TX,128507,33.0136764,-96.6925096
145,Lansing,MI,126932,42.7337712,-84.5553805
146,Evansville,IN,126172,37.9747645,-87.5558483
147,Lakewood,CO,126156,39.7085736,-105.0846694
148,Tallahassee,FL,125448,30.4380832,-84.2809332
149,Laredo,TX,125029,27.5236998,-99.497352
150,Santa Clarita,CA,123610,34.3916641,-118.542586
151,Hollywood,FL,122793,26.0112014,-80.1494901
152,Topeka,KS,120847,39.049011,-95.677556
153,Santa Rosa,CA,120499,38.4404925,-122.7141049
154,Pasadena,TX,119389,29.6910625,-95.2091006
155,Moreno Valley,CA,118756,33.937517,-117.2305944
156,Sterling Heights,MI,117814,42.5803122,-83.0302033
157,Sunnyvale,CA,117311,37.3688301,-122.036349
158,Gary,IN,116587,41.6020962,-87.3370647
159,Brownsville,TX,115143,25.9140256,-97.4890856
160,Hayward,CA,114640,37.6688205,-122.080796
161,Columbia,SC,114462,38.88974405,-77.04086076
162,Beaumont,TX,114417,30.0860459,-94.1018461
163,Eugene,OR,113913,44.0505054,-123.0950506
164,Peoria,IL,113822,40.6938609,-89.5891008
165,Fullerton,CA,113419,33.8739385,-117.9243399
166,Fayetteville,NC,112644,35.0525759,-78.878292
167,Independence,MO,112402,39.0924792,-94.4137923
168,Overland Park,KS,111798,38.9742502,-94.6851702
169,Irvine,CA,111416,33.6856969,-117.8259819
170,Concord,CA,111197,37.9768525,-122.0335624
171,Alexandria,VA,111183,38.8051095,-77.0470229
172,Vallejo,CA,110835,38.1040864,-122.2566367
173,Orange,CA,110641,33.7500378,-117.8704931
174,Inglewood,CA,110454,33.9562003,-118.353132
175,Ann Arbor,MI,110168,42.2681569,-83.7312291
176,Elizabeth,NJ,110138,40.6639916,-74.2107006
177,Escondido,CA,109026,33.1216751,-117.0814849
178,Salinas,CA,108863,36.6744117,-121.6550372
179,Cedar Rapids,IA,108854,41.9758872,-91.6704053
180,Salem,OR,108846,44.9391565,-123.033121
181,Erie,PA,108717,42.1294712,-80.0852695
182,Waterbury,CT,108213,41.5538091,-73.0438362
183,Stamford,CT,108107,41.0534302,-73.5387341
184,Springfield,IL,107265,39.7990175,-89.6439575
185,Abilene,TX,106925,32.44645,-99.7475905
186,Macon,GA,106590,32.8406946,-83.6324022
187,El Monte,CA,106154,34.0751571,-118.036849
188,South Bend,IN,106055,41.6833813,-86.2500066
189,Allentown,PA,105473,40.6022059,-75.4712794
190,Vancouver,WA,104531,45.6306954,-122.6744557
191,Thousand Oaks,CA,104000,34.1705609,-118.8375937
192,Waco,TX,103924,31.549333,-97.1466695
193,Portsmouth,VA,103910,36.8444196,-76.3532998
194,Lowell,MA,103428,42.6334247,-71.3161718
195,Berkeley,CA,102847,37.8753497,-122.2396336
196,Lafayette,LA,102529,30.2043259,-92.0298813
197,Mesquite,TX,101753,32.7666103,-96.599472
198,Sioux Falls,SD,101461,43.5460587,-96.7313928
199,Rancho Cucamonga,CA,101385,34.1279268,-117.5643221
200,Livonia,MI,100864,42.36837,-83.3527097
201,Simi Valley,CA,100311,34.2677404,-118.7538071
202,Aurora,IL,100279,41.7571701,-88.3147539
203,Albany,NY,100070,42.6511674,-73.754968
204,Grand Prairie,TX,99496,32.7459645,-96.9977846
205,Manchester,NH,99217,42.9956397,-71.4547891
206,Pueblo,CO,99009,38.2544472,-104.609141
207,Bellevue,WA,98628,47.6144219,-122.192337
208,New Bedford,MA,98476,41.6362152,-70.934205
209,Lancaster,CA,98445,34.6981064,-118.1366153
210,Clearwater,FL,97217,27.9658533,-82.8001026
211,Costa Mesa,CA,96849,33.6636611,-117.9194652
212,Wichita Falls,TX,96746,33.9137085,-98.4933873
213,Green Bay,WI,96697,44.5126379,-88.0125794
214,Roanoke,VA,96487,37.270973,-79.9414313
215,West Covina,CA,95915,34.0471735,-117.8963243
216,Cambridge,MA,95860,42.3750997,-71.1056157
217,Davenport,IA,95722,41.5236436,-90.5776368
218,Youngstown,OH,95695,41.1035786,-80.6520161
219,Norwalk,CA,94195,33.9092802,-118.0849169
220,San Buenaventura (Ventura),CA,93628,34.3640573,-119.3110159
221,Burbank,CA,93626,34.1816482,-118.3258554
222,Santa Clara,CA,93349,37.2333253,-121.6846349
223,Brockton,MA,92781,42.0834335,-71.0183787
224,Fall River,MA,92760,41.7010642,-71.1546367
225,Gainesville,FL,92602,29.6519684,-82.3249846
226,Miami Beach,FL,92296,25.7929198,-80.1353006
227,Daly City,CA,92213,37.6904826,-122.47267
228,Downey,CA,91478,33.942215,-118.1235646
229,Chandler,AZ,90703,33.3061605,-111.84125
230,Charleston,SC,90620,32.7876012,-79.9402728
231,Compton,CA,90298,33.894927,-118.226624
232,Odessa,TX,89808,31.8457149,-102.367687
233,Arvada,CO,89786,39.8005505,-105.0811573
234,Midland,TX,89393,32.02393955,-102.0964892
235,Dearborn,MI,89119,42.3222599,-83.1763145
236,El Cajon,CA,88983,32.7947731,-116.962526
237,Fort Collins,CO,88899,40.5508527,-105.0668085
238,Trenton,NJ,88549,40.2170575,-74.7429463
239,Fontana,CA,87868,34.0922335,-117.435048
240,Parma,OH,87650,41.3822398,-81.7355692
241,Camden,NJ,87460,39.9448402,-75.1198911
242,Provo,UT,87136,40.2337289,-111.6587085
243,West Valley City,UT,86999,40.6967254,-111.9868211
244,Naperville,IL,86958,41.7728699,-88.1479278
245,Santa Monica,CA,86916,34.0194704,-118.4912273
246,Athens-Clarke County,GA,86520,33.9458693,-83.3557816
247,Bloomington,MN,86292,44.8322405,-93.3204872
248,South Gate,CA,86249,33.9463456,-118.200981
249,Boulder,CO,86098,40.0149856,-105.270545
250,Richmond,CA,85926,37.9357576,-122.347748
251,San Mateo,CA,85866,37.496904,-122.3330573
252,McAllen,TX,85623,26.204114,-98.2300605
253,Santa Barbara,CA,85489,34.4221319,-119.7026673
254,Duluth,MN,85446,46.7729322,-92.1251218
255,Decatur,IL,85424,39.8454163,-88.9524151
256,North Charleston,SC,85384,32.9131295,-80.0629982
257,Warwick,RI,85324,41.7002024,-71.4161108
258,Quincy,MA,84977,42.2509914,-71.0037374
259,San Angelo,TX,84955,31.4649685,-100.4405094
260,Westland,MI,84457,42.3238056,-83.4005321
261,Racine,WI,84420,42.7260523,-87.7825242
262,Hammond,IN,84248,41.5833658,-87.500043
263,Carson,CA,84097,33.8322043,-118.2517547
264,Canton,OH,84047,40.7985464,-81.3749508
265,Carrollton,TX,82591,32.9537349,-96.8902816
266,Newton,MA,82585,42.3370414,-71.2092214
267,Alhambra,CA,82090,34.093042,-118.12706
268,Citrus Heights,CA,81989,38.7071247,-121.2810611
269,Scranton,PA,81914,41.4086874,-75.6621294
270,Billings,MT,81469,45.7874957,-108.49607
271,Lynn,MA,81311,42.466763,-70.9494939
272,Kenosha,WI,81030,42.5846773,-87.8212263
273,Lawton,OK,80950,34.6086854,-98.3903305
274,Sioux City,IA,80682,42.4966815,-96.4058782
275,Mission Viejo,CA,80313,33.5965685,-117.659405
276,Kalamazoo,MI,80290,42.291707,-85.5872286
277,Norman,OK,80255,35.2225717,-97.4394816
278,Nashua,NH,79767,42.7656251,-71.4677032
279,Tuscaloosa,AL,79242,33.2095614,-87.5675258
280,Westminster,CA,79190,33.7578725,-117.9859054
281,Coral Springs,FL,79137,26.271192,-80.2706044
282,Fairfield,CA,78763,38.2493581,-122.039966
283,Joliet,IL,78585,41.5263603,-88.0840212
284,Albany,GA,78350,31.5782062,-84.1556809
285,Norwalk,CT,78335,41.1175966,-73.4078968
286,Jacksonville,NC,78080,34.7494749,-77.4208221
287,Reading,PA,77864,40.335345,-75.9279495
288,Whittier,CA,77761,33.9708782,-118.0308396
289,Elgin,IL,77353,42.03726,-88.2810994
290,Palmdale,CA,77296,34.5793131,-118.1171108
291,Visalia,CA,76522,36.3302284,-119.2920585
292,Clarksville,TN,76508,36.5277607,-87.3588703
293,Sandy,UT,76325,40.5710454,-111.8953815
294,Somerville,MA,76302,42.3875968,-71.0994968
295,Cranston,RI,76275,41.7809588,-71.4371257
296,Corona,CA,76181,33.8752945,-117.5664449
297,Southfield,MI,75706,42.4733689,-83.2218731
298,Tyler,TX,75669,32.3512601,-95.3010624
299,New Britain,CT,75481,41.6612104,-72.7795419
300,Cape Coral,FL,75172,26.6059432,-81.9806771
301,Arlington Heights,IL,74739,42.0811563,-87.9802164
302,Richardson,TX,74640,32.9481789,-96.7297206
303,Farmington Hills,MI,74611,42.4853125,-83.3771553
304,Fargo,ND,74195,46.877229,-96.789821
305,Westminster,CO,74176,39.8366528,-105.0372046
306,Alameda,CA,73888,37.6090291,-121.899142
307,East Orange,NJ,73621,40.767323,-74.2048677
308,Lakewood,CA,73565,33.8503463,-118.1171914
309,Evanston,IL,73234,42.0447388,-87.6930459
310,Troy,MI,72884,42.6055893,-83.1499304
311,Fort Smith,AR,72803,35.3784666,-94.3996456
312,Rialto,CA,72791,34.1064001,-117.3703235
313,Pawtucket,RI,72395,41.878711,-71.3825558
314,Pompano Beach,FL,72375,26.2378597,-80.1247667
315,Kenner,LA,72134,29.9942265,-90.2417806
316,St. Joseph,MO,72065,39.7686055,-94.8466322
317,Clifton,NJ,72008,40.8584328,-74.1637553
318,Vista,CA,71872,33.2000368,-117.2425355
319,Bethlehem,PA,71855,40.6178915,-75.3786521
320,Muncie,IN,71828,40.1936892,-85.3865271
321,Rochester,MN,71590,44.0234387,-92.4630182
322,Vacaville,CA,71564,38.3565773,-121.9877444
323,Wilmington,DE,71526,39.7459468,-75.546589
324,Lake Charles,LA,71508,30.2265949,-93.2173759
325,Everett,WA,71486,47.9673056,-122.201399
326,Hawthorne,CA,71349,33.9188589,-118.3483256
327,Lorain,OH,71326,41.4673238,-82.1781904
328,Pontiac,MI,71136,42.6389216,-83.2910468
329,Lakeland,FL,71043,28.0394654,-81.9498042
330,Taylor,MI,70809,42.240872,-83.2696509
331,Springfield,OH,70718,39.9234046,-83.810138
332,Longview,TX,70535,32.5007031,-94.74049
333,Lawrence,MA,69995,42.7070354,-71.1631137
334,Columbia,MO,69831,38.9464035,-92.34846316
335,High Point,NC,69763,35.9556924,-80.0053176
336,Waukegan,IL,69621,42.3636331,-87.8447938
337,Saginaw,MI,69502,43.4200387,-83.9490365
338,Baldwin Park,CA,69373,34.0854739,-117.9611761
339,Utica,NY,68722,43.1009031,-75.2326641
340,Schaumburg,IL,68678,42.0333608,-88.083406
341,Buena Park,CA,68555,33.870413,-117.9962165
342,St. Clair Shores,MI,68300,42.4969652,-82.8890965
343,Gresham,OR,68234,45.4997475,-122.4309766
344,San Leandro,CA,68202,37.7249296,-122.1560768
345,Redding,CA,67697,40.5863563,-122.391675
346,Federal Way,WA,67671,47.313494,-122.3393103
347,Orem,UT,67538,40.2981599,-111.6944313
348,New Rochelle,NY,67368,40.9115386,-73.7826363
349,Cicero,IL,67355,41.8455398,-87.7540199
350,Mount Vernon,NY,67039,40.9125815,-73.8370786
351,West Palm Beach,FL,66837,26.715364,-80.0532942
352,Newport Beach,CA,66761,33.6170092,-117.9294401
353,Waterloo,IA,66732,42.4979693,-92.3329637
354,Mountain View,CA,66731,37.3893889,-122.0832101
355,Denton,TX,66693,33.1838787,-97.1413417
356,Largo,FL,66596,27.9094665,-82.7873244
357,Sunrise,FL,66212,26.1471902,-80.32966129
358,Asheville,NC,66184,35.6009498,-82.5540161
359,Appleton,WI,66137,44.2613967,-88.4069744
360,Redwood City,CA,66126,37.4863239,-122.232523
361,Lynchburg,VA,66120,37.4137536,-79.1422464
362,Plantation,FL,66116,26.12744855,-80.25779068
363,Lawrence,KS,65992,38.9719384,-95.2359496
364,Danbury,CT,65584,41.394817,-73.4540111
365,Schenectady,NY,65554,42.8142432,-73.9395687
366,Pembroke Pines,FL,65454,26.0031465,-80.223937
367,Henderson,NV,65109,36.0301134,-114.9826194
368,Gulfport,MS,64735,30.3674198,-89.0928155
369,Yakima,WA,64586,46.601557,-120.510842
370,Champaign,IL,64399,40.1164841,-88.2430932
371,Baytown,TX,64274,29.7355047,-94.9774274
372,Ogden,UT,64271,41.2230048,-111.9738429
373,Royal Oak,MI,64212,42.4894801,-83.1446485
374,Killeen,TX,63936,31.1171441,-97.727796
375,Wyoming,MI,63672,42.9132581,-85.7057035
376,Bloomington,IN,63504,39.1670396,-86.5342881
377,Olathe,KS,63442,38.8838856,-94.81887
378,Upland,CA,63335,34.09751,-117.6483876
379,West Allis,WI,63205,43.0166806,-88.0070315
380,Redlands,CA,63161,34.0550328,-117.1827445
381,Portland,ME,63106,43.6610277,-70.2548596
382,Carlsbad,CA,62995,33.1580933,-117.3505966
383,Boca Raton,FL,62866,26.3586885,-80.0830984
384,North Little Rock,AR,62838,34.769536,-92.2670941
385,Palm Bay,FL,62664,27.9946969,-80.6366144
386,Las Cruces,NM,62648,32.3140354,-106.7798078
387,Daytona Beach,FL,62622,29.2108147,-81.0228331
388,Napa,CA,62447,38.2971367,-122.2855293
389,Antioch,CA,62179,38.0049214,-121.805789
390,Lynwood,CA,61971,33.924831,-118.2024154
391,Niagara Falls,NY,61957,43.08436,-79.0614686
392,Santa Maria,CA,61907,34.9531295,-120.4358577
393,Rochester Hills,MI,61884,42.6583661,-83.1499322
394,Bellflower,CA,61824,33.8825705,-118.1167679
395,Bayonne,NJ,61464,40.6687141,-74.1143091
396,Hamilton,OH,61345,39.3995067,-84.5613428
397,Walnut Creek,CA,61114,37.9020731,-122.0618702
398,Dearborn Heights,MI,60720,42.3369816,-83.2732627
399,Redondo Beach,CA,60640,33.8455911,-118.3886766
400,Bristol,CT,60618,41.6735209,-72.9464859
401,Monterey Park,CA,60582,34.051522,-118.129807
402,Greeley,CO,60489,40.4233142,-104.7091322
403,Melbourne,FL,60450,28.106471,-80.6371513
404,Kettering,OH,60410,39.6895036,-84.1688274
405,Yuma,AZ,59932,32.665135,-114.4760316
406,Kent,WA,59810,47.3826903,-122.2270272
407,Iowa City,IA,59780,41.6612561,-91.5299106
408,Gastonia,NC,59757,35.2622158,-81.1838794
409,Chino,CA,59652,34.0133561,-117.690075
410,Lakewood,OH,59649,41.4819932,-81.7981908
411,Galveston,TX,59606,29.299328,-94.7945882
412,Montebello,CA,59563,34.0159398,-118.111975
413,Anderson,IN,59494,40.1053196,-85.6802541
414,Meriden,CT,59440,41.5381535,-72.8070435
415,Skokie,IL,59431,42.0333694,-87.7333972
416,Pensacola,FL,59268,30.421309,-87.2169149
417,Pico Rivera,CA,59186,33.9830688,-118.096735
418,Passaic,NJ,58676,40.8567663,-74.1284764
419,Greenville,SC,58548,34.851354,-82.3984882
420,Port Arthur,TX,58373,29.8988618,-93.9288723
421,Broken Arrow,OK,58294,36.0185695,-95.79088215
422,Union City,NJ,58051,40.7795455,-74.0237512
423,Waltham,MA,57876,42.3756401,-71.2358004
424,Dubuque,IA,57753,42.5006243,-90.6647985
425,Charleston,WV,57691,38.3505995,-81.6332812
426,Santa Fe,NM,57605,35.6876096,-105.9384569
427,Terre Haute,IN,57461,39.4667025,-87.4139119
428,Waukesha,WI,57450,43.0053145,-88.2473643
429,Livermore,CA,57352,37.6820583,-121.7680531
430,Eau Claire,WI,57316,44.811349,-91.4984941
431,Medford,MA,57282,42.4184296,-71.1061639
432,Pine Bluff,AR,57074,34.2157064,-92.0140402
433,Oshkosh,WI,56774,44.0206919,-88.5408574
434,Merced,CA,56673,37.1641544,-120.7678602
435,Chicopee,MA,56650,42.1487691,-72.6071119
436,Elyria,OH,56628,41.3673191,-82.1073583
437,Brooklyn Park,MN,56366,45.1004807,-93.3443585
438,Oak Lawn,IL,56316,41.7108662,-87.7581081
439,Huntington Park,CA,56125,33.9827043,-118.2120343
440,Wilmington,NC,56067,34.2257282,-77.9447107
441,Lakewood,WA,55899,47.1717649,-122.518458
442,St. Cloud,MN,55859,45.5616075,-94.1642004
443,Encinitas,CA,55823,33.0369867,-117.2919818
444,Palo Alto,CA,55813,37.4443293,-122.1598465
445,Port St. Lucie,FL,55759,27.2939333,-80.3503283
446,Lancaster,PA,55720,40.03813,-76.3056686
447,Victoria,TX,55437,28.8026443,-96.9766308
448,Great Falls,MT,55376,47.5048851,-111.29189
449,Dothan,AL,55333,31.2237434,-85.3933906
450,Bryan,TX,55215,30.6743643,-96.3699632
451,Rapid City,SD,55162,44.0869329,-103.2274481
452,Thornton,CO,55146,39.8695516,-104.985181
453,Des Plaines,IL,54917,42.0415823,-87.8873916
454,Lake Forest,CA,54905,33.6469261,-117.6859213
455,Huntington,WV,54865,38.4192496,-82.445154
456,Euclid,OH,54864,41.5931049,-81.5267873
457,Troy,NY,54801,42.7284117,-73.6917878
458,Monroe,LA,54779,32.5102427,-92.1032411
459,Council Bluffs,IA,54773,41.2621283,-95.8613912
460,Vineland,NJ,54742,39.4862777,-75.0254256
461,South San Francisco,CA,54442,37.6535403,-122.4168664
462,Beaverton,OR,54364,45.4871723,-122.80378
463,Rocky Mount,NC,54339,35.9423833,-77.7956949
464,National City,CA,54311,32.6781085,-117.0991967
465,West Haven,CT,54299,41.2706527,-72.9470471
466,Cleveland Heights,OH,54087,41.5200518,-81.556235
467,Malden,MA,53916,42.4250964,-71.066163
468,Florissant,MO,53886,38.7919683,-90.3227803
469,Sparks,NV,53834,39.5404679,-119.7487235
470,Fountain Valley,CA,53784,33.7038145,-117.9627349
471,Union City,CA,53773,37.5963232,-122.0816297
472,Owensboro,KY,53720,37.7742152,-87.1133304
473,Binghamton,NY,53689,42.0987125,-75.9125262
474,Diamond Bar,CA,53611,34.0286226,-117.8103367
475,Oak Park,IL,53610,41.8878145,-87.7887615
476,Battle Creek,MI,53450,42.3192548,-85.1824269
477,Bellingham,WA,53359,48.7544012,-122.4788361
478,Cerritos,CA,53294,33.8644291,-118.0539323
479,Bossier City,LA,53129,32.5369356,-93.6952689
480,Mount Prospect,IL,53081,42.0664167,-87.9372908
481,Danville,VA,53056,36.5859718,-79.3950228
482,College Station,TX,52984,30.5955289,-96.3071042
483,La Mesa,CA,52982,32.7678288,-117.0230839
484,Coon Rapids,MN,52970,45.1728923,-93.3023898
485,Janesville,WI,52733,42.6829765,-89.0226793
486,Santee,CA,52710,32.8383828,-116.9739167
487,Bloomington,IL,52655,40.4797828,-88.9939147
488,Yorba Linda,CA,52536,33.8901096,-117.8249705
489,Altoona,PA,52385,40.518681,-78.394736
490,Edmond,OK,52354,35.6571367,-97.4649038
491,Midwest City,OK,52345,35.4495097,-97.3967025
492,Camarillo,CA,52331,34.2176371,-119.0383541
493,Gardena,CA,52322,33.8963593,-118.3053037
494,Longmont,CO,52214,40.1672117,-105.1019287
495,Suffolk,VA,52143,36.7282096,-76.5835703
496,Wheaton,IL,52057,41.8646959,-88.1101709
497,Harrisburg,PA,51964,40.2663107,-76.8861122
498,Middletown,OH,51863,39.5150576,-84.3982763
499,Johnson City,TN,51732,36.3134398,-82.3534728
500,Lodi,CA,51671,38.1301968,-121.2724473
501,Rosemead,CA,51647,34.0676169,-118.0879763
502,Jackson,TN,51626,35.6144446,-88.8177418
503,La Crosse,WI,51544,43.8014053,-91.2395429
504,Davie,FL,51515,26.0628665,-80.2331038
505,Taylorsville,UT,51426,40.6677096,-111.9385867
506,La Habra,CA,51343,33.9316066,-117.9454867
507,Roseville,MI,51270,42.4972583,-82.9371409
508,Burnsville,MN,51249,44.7670567,-93.2773887
509,Peoria,AZ,51154,33.5806115,-112.237294
510,Pleasanton,CA,51112,37.6624312,-121.8746789
511,Haverhill,MA,51090,42.7777829,-71.0767724
512,Sarasota,FL,51041,27.3365805,-82.5308545
513,Milpitas,CA,50955,37.4282771,-121.9069256
514,East Lansing,MI,50943,42.7320307,-84.4721678
515,Mansfield,OH,50925,40.75839,-82.5154471
516,Plymouth,MN,50892,45.0065149,-93.46651
517,Warren,OH,50890,41.237557,-80.818417
518,St. Charles,MO,50835,38.7877791,-90.6747372
519,Hesperia,CA,50819,34.4263886,-117.3008784
520,Clovis,CA,50731,36.8252277,-119.7029194
521,Victorville,CA,50469,34.5361067,-117.2911565
522,East Providence,RI,50439,41.8137116,-71.3700545
523,Cheyenne,WY,50209,41.139981,-104.820246
524,North Miami,FL,50156,25.8900949,-80.1867138
525,Decatur,AL,50139,34.6060203,-86.9838165
