84,Scottsdale,Arizona,258069,26.30%,33.4942189,-111.9260184
85,Reno,Nevada,255601,38.90%,39.5261206,-119.8126581
86,Buffalo,New York,255284,-12.60%,42.8867166,-78.8783922
87,Gilbert,Arizona,254114,116.60%,33.3527632,-111.7890373
88,Glendale,Arizona,252381,13.70%,33.5386858,-112.1859941
89,North Las Vegas,Nevada,251974,113.50%,36.2005843,-115.121584
90,Winston-Salem,North Carolina,247945,22.60%,36.0998131,-80.2440518
91,Chesapeake,Virginia,244835,22.20%,36.7183708,-76.2466798
92,Norfolk,Virginia,242742,3.60%,36.8968052,-76.2602336
93,Fremont,California,241110,18.00%,37.5482697,-121.988571
94,Garland,Texas,239928,11.00%,32.912624,-96.6388833
95,Irving,Texas,239798,24.90%,32.8295183,-96.9442177
96,Hialeah,Florida,233339,3.10%,25.8670439,-80.29146452
97,Richmond,Virginia,230436,16.50%,37.5385087,-77.43428
98,Boise City,Idaho,228959,17.00%,43.6166163,-116.200886
99,Spokane,Washington,222081,12.70%,47.6571934,-117.4235106
100,Baton Rouge,Louisiana,220236,-3.50%,30.4459596,-91.18738
101,Tacoma,Washington,217827,12.30%,47.2495798,-122.4398746
102,San Bernardino,California,215784,14.10%,34.8253019,-116.0833144
103,Modesto,California,215196,13.10%,37.6390972,-120.9968782
104,Fontana,California,214547,46.20%,34.0922335,-117.435048
105,Des Moines,Iowa,214237,7.30%,41.5910323,-93.6046655
106,Moreno Valley,California,213055,48.70%,33.937517,-117.2305944
107,Santa Clarita,California,212979,36.80%,34.3916641,-118.542586
108,Fayetteville,North Carolina,211657,6.10%,35.0525759,-78.878292
109,Birmingham,Alabama,209403,-13.40%,33.5206824,-86.8024326
110,Oxnard,California,208881,21.70%,34.1976308,-119.1803818
111,Rochester,New York,205695,-6.20%,43.157285,-77.615214
112,Port St. Lucie,Florida,201846,126.30%,27.2939333,-80.3503283
113,Grand Rapids,Michigan,201013,1.50%,42.9632405,-85.6678639
114,Huntsville,Alabama,200574,25.20%,34.729847,-86.5859011
115,Salt Lake City,Utah,200567,10.30%,40.7596198,-111.8867975
116,Frisco,Texas,200490,468.20%,33.1506744,-96.8236116
117,Yonkers,New York,200370,2.10%,40.9312099,-73.8987469
118,Amarillo,Texas,199371,14.50%,35.2072185,-101.8338246
119,Glendale,California,199303,2.00%,34.1469416,-118.2478471
120,Huntington Beach,California,199223,4.80%,33.6783336,-118.0000166
121,McKinney,Texas,199177,255.70%,33.1976496,-96.6154471
122,Montgomery,Alabama,198525,-1.50%,32.3669656,-86.3006485
123,Augusta-Richmond County,Georgia,197888,1.40%,33.4709714,-81.9748429
124,Aurora,Illinois,197757,36.80%,41.7571701,-88.3147539
125,Akron,Ohio,197597,-8.80%,41.083064,-81.518485
126,Little Rock,Arkansas,197312,7.60%,34.7465071,-92.2896267
127,Tempe,Arizona,195805,23.20%,33.4255056,-111.9400091
128,Columbus,Georgia,195769,4.90%,32.4610708,-84.9880449
129,Overland Park,Kansas,195494,28.80%,38.9742502,-94.6851702
130,Grand Prairie,Texas,194543,51.80%,32.7459645,-96.9977846
131,Tallahassee,Florida,194500,27.10%,30.4380832,-84.2809332
132,Cape Coral,Florida,194495,88.20%,26.6059432,-81.9806771
133,Mobile,Alabama,188720,-5.00%,30.6943566,-88.0430541
134,Knoxville,Tennessee,187603,6.40%,35.9603948,-83.9210261
135,Shreveport,Louisiana,187112,-6.70%,32.5221828,-93.7651944
136,Worcester,Massachusetts,185428,7.40%,42.2625621,-71.8018877
137,Ontario,California,185010,16.60%,34.065846,-117.6484304
138,Vancouver,Washington,184463,25.80%,45.6306954,-122.6744557
139,Sioux Falls,South Dakota,183793,46.30%,43.5460587,-96.7313928
140,Chattanooga,Tennessee,182799,16.60%,35.0457219,-85.3094883
141,Brownsville,Texas,182781,27.40%,25.9140256,-97.4890856
142,Fort Lauderdale,Florida,182437,6.60%,26.1223084,-80.1433786
143,Providence,Rhode Island,179883,3.40%,41.8239891,-71.4128343
144,Newport News,Virginia,179225,-0.50%,36.9775016,-76.42977
145,Rancho Cucamonga,California,177603,37.50%,34.1279268,-117.5643221
146,Santa Rosa,California,176753,18.40%,38.4404925,-122.7141049
147,Peoria,Arizona,175961,58.50%,33.5806115,-112.237294
148,Oceanside,California,175742,8.50%,33.1958696,-117.3794834
149,Elk Grove,California,174775,113.90%,38.4087993,-121.3716178
150,Salem,Oregon,174365,26.40%,44.9391565,-123.033121
151,Pembroke Pines,Florida,173591,25.50%,26.0031465,-80.223937
152,Eugene,Oregon,172622,24.10%,44.0505054,-123.0950506
153,Garden Grove,California,171644,3.70%,33.7746292,-117.9463717
154,Cary,North Carolina,170282,74.80%,35.7882893,-78.7812081
155,Fort Collins,Colorado,170243,41.70%,40.5508527,-105.0668085
156,Corona,California,169868,31.60%,33.8752945,-117.5664449
157,Springfield,Missouri,167882,10.20%,37.2166779,-93.2920373
158,Jackson,Mississippi,160628,-13.20%,32.2990021,-90.1847691
159,Alexandria,Virginia,159428,23.10%,38.8051095,-77.0470229
160,Hayward,California,159203,12.90%,37.6688205,-122.080796
161,Clarksville,Tennessee,158146,52.10%,36.5277607,-87.3588703
162,Lakewood,Colorado,157935,9.30%,39.7085736,-105.0846694
163,Lancaster,California,157601,32.20%,34.6981064,-118.1366153
164,Salinas,California,155465,8.30%,36.6744117,-121.6550372
165,Palmdale,California,155079,31.90%,34.5793131,-118.1171108
166,Hollywood,Florida,154817,10.80%,26.0112014,-80.1494901
167,Springfield,Massachusetts,153606,1.10%,42.1018764,-72.5886727
168,Macon-Bibb County,Georgia,153159,,32.8406946,-83.6324022
169,Kansas City,Kansas,152960,4.20%,39.100105,-94.5781416
170,Sunnyvale,California,152703,15.80%,37.3688301,-122.036349
171,Pomona,California,151691,2.40%,34.0553813,-117.7517496
172,Killeen,Texas,151666,68.20%,31.1171441,-97.727796
173,Escondido,California,151625,12.80%,33.1216751,-117.0814849
174,Pasadena,Texas,151227,6.50%,29.6910625,-95.2091006
175,Naperville,Illinois,148449,14.70%,41.7728699,-88.1479278
176,Bellevue,Washington,148164,31.70%,47.6144219,-122.192337
177,Joliet,Illinois,147344,36.10%,41.5263603,-88.0840212
178,Murfreesboro,Tennessee,146900,107.30%,35.8460396,-86.3921096
179,Midland,Texas,146038,53.70%,32.02393955,-102.0964892
180,Rockford,Illinois,145609,-4.00%,42.2713945,-89.093966
181,Paterson,New Jersey,145233,-2.70%,40.9167654,-74.171811
182,Savannah,Georgia,144464,8.80%,32.0809263,-81.0911768
183,Bridgeport,Connecticut,144399,3.40%,41.1670412,-73.2048348
184,Torrance,California,143592,3.80%,33.8358492,-118.3406288
185,McAllen,Texas,143268,33.80%,26.204114,-98.2300605
186,Syracuse,New York,142327,-2.50%,43.0481221,-76.1474244
187,Surprise,Arizona,141664,337.90%,33.6292271,-112.3680189
188,Denton,Texas,141541,69.20%,33.1838787,-97.1413417
189,Roseville,California,141500,74.00%,38.7521235,-121.2880059
190,Thornton,Colorado,141464,69.80%,39.8695516,-104.985181
191,Miramar,Florida,141191,89.30%,25.9873137,-80.2322706
192,Pasadena,California,141029,4.80%,34.1476452,-118.1444779
193,Mesquite,Texas,140937,12.70%,32.7666103,-96.599472
194,Olathe,Kansas,140545,49.70%,38.8838856,-94.81887
195,Dayton,Ohio,140407,-15.30%,39.7589478,-84.1916069
196,Carrollton,Texas,139248,26.30%,32.9537349,-96.8902816
197,Waco,Texas,139236,21.40%,31.549333,-97.1466695
198,Orange,California,138669,6.70%,33.7500378,-117.8704931
199,Fullerton,California,138632,9.50%,33.8739385,-117.9243399
200,Charleston,South Carolina,137566,38.90%,32.7876012,-79.9402728
201,West Valley City,Utah,135248,23.80%,40.6967254,-111.9868211
202,Visalia,California,134605,40.70%,36.3302284,-119.2920585
203,Hampton,Virginia,134510,-8.10%,37.0300969,-76.3452057
204,Gainesville,Florida,133997,18.50%,29.6519684,-82.3249846
205,Warren,Michigan,133943,-3.00%,42.4932575,-83.0062746
206,Coral Springs,Florida,133759,11.70%,26.271192,-80.2706044
207,Cedar Rapids,Iowa,133562,9.60%,41.9758872,-91.6704053
208,Round Rock,Texas,133372,119.80%,30.5085915,-97.6788056
209,Sterling Heights,Michigan,132438,6.20%,42.5803122,-83.0302033
210,Kent,Washington,132319,64.10%,47.3826903,-122.2270272
211,Columbia,South Carolina,131674,10.30%,38.88974405,-77.04086076
212,Santa Clara,California,130365,27.30%,37.2333253,-121.6846349
213,New Haven,Connecticut,130250,5.20%,41.3082138,-72.9250518
214,Stamford,Connecticut,129638,10.30%,41.0534302,-73.5387341
215,Concord,California,129295,5.70%,37.9768525,-122.0335624
216,Elizabeth,New Jersey,129216,6.90%,40.6639916,-74.2107006
217,Athens-Clarke County,Georgia,126913,25.90%,33.9458693,-83.3557816
218,Thousand Oaks,California,126813,7.90%,34.1705609,-118.8375937
219,Lafayette,Louisiana,126185,12.70%,30.2043259,-92.0298813
220,Simi Valley,California,125613,12.10%,34.2677404,-118.7538071
221,Topeka,Kansas,125310,1.50%,39.049011,-95.677556
222,Norman,Oklahoma,124880,28.90%,35.2225717,-97.4394816
223,Fargo,North Dakota,124662,37.00%,46.877229,-96.789821
224,Wilmington,North Carolina,123744,37.80%,34.2257282,-77.9447107
225,Abilene,Texas,123420,6.50%,32.44645,-99.7475905
226,Odessa,Texas,123334,36.20%,31.8457149,-102.367687
227,Columbia,Missouri,123195,43.20%,38.9464035,-92.34846316
228,Pearland,Texas,122460,165.80%,29.5639758,-95.2864299
229,Victorville,California,122385,89.60%,34.5361067,-117.2911565
230,Hartford,Connecticut,122105,-1.60%,41.764582,-72.6908547
231,Vallejo,California,121692,3.60%,38.1040864,-122.2566367
232,Allentown,Pennsylvania,121442,13.90%,40.6022059,-75.4712794
233,Berkeley,California,121363,17.70%,37.8753497,-122.2396336
234,Richardson,Texas,121323,31.40%,32.9481789,-96.7297206
235,Arvada,Colorado,121272,18.50%,39.8005505,-105.0811573
236,Ann Arbor,Michigan,119980,4.60%,42.2681569,-83.7312291
237,Rochester,Minnesota,118935,33.00%,44.0234387,-92.4630182
238,Cambridge,Massachusetts,118927,16.90%,42.3750997,-71.1056157
239,Sugar Land,Texas,118488,82.50%,29.6196787,-95.6349463
240,Lansing,Michigan,118210,-0.90%,42.7337712,-84.5553805
241,Evansville,Indiana,117979,-2.70%,37.9747645,-87.5558483
242,College Station,Texas,117911,71.10%,30.5955289,-96.3071042
243,Fairfield,California,117133,20.90%,38.2493581,-122.039966
244,Clearwater,Florida,116946,6.70%,27.9658533,-82.8001026
245,Beaumont,Texas,116825,2.90%,30.0860459,-94.1018461
246,Independence,Missouri,116672,2.70%,39.0924792,-94.4137923
247,Provo,Utah,116618,10.30%,40.2337289,-111.6587085
248,West Jordan,Utah,116480,46.50%,40.6061308,-111.9396586
249,Murrieta,California,116223,124.30%,33.5777524,-117.1884542
250,Palm Bay,Florida,115552,45.10%,27.9946969,-80.6366144
251,El Monte,California,115487,-0.60%,34.0751571,-118.036849
252,Carlsbad,California,115382,45.20%,33.1580933,-117.3505966
253,North Charleston,South Carolina,115382,41.20%,32.9131295,-80.0629982
254,Temecula,California,114761,67.00%,33.4946353,-117.1473661
255,Clovis,California,114584,63.80%,36.8252277,-119.7029194
256,Springfield,Illinois,114230,1.70%,39.7990175,-89.6439575
257,Meridian,Idaho,114161,210.80%,43.6086295,-116.392326
258,Westminster,Colorado,113166,11.60%,39.8366528,-105.0372046
259,Costa Mesa,California,113003,3.20%,33.6636611,-117.9194652
260,High Point,North Carolina,112791,30.20%,35.9556924,-80.0053176
261,Manchester,New Hampshire,112673,5.00%,42.9956397,-71.4547891
262,Pueblo,Colorado,112361,10.00%,38.2544472,-104.609141
263,Lakeland,Florida,112136,31.80%,28.0394654,-81.9498042
264,Pompano Beach,Florida,112118,11.70%,26.2378597,-80.1247667
265,West Palm Beach,Florida,111955,35.00%,26.715364,-80.0532942
266,Antioch,California,111502,21.70%,38.0049214,-121.805789
267,Everett,Washington,111475,15.70%,47.9673056,-122.201399
268,Downey,California,111126,3.30%,33.942215,-118.1235646
269,Lowell,Massachusetts,110997,5.50%,42.6334247,-71.3161718
270,Centennial,Colorado,110937,8.20%,39.579155,-104.8769227
271,Elgin,Illinois,110849,16.70%,42.03726,-88.2810994
272,Richmond,California,110567,10.90%,37.9357576,-122.347748
273,Peoria,Illinois,110417,-2.30%,40.6938609,-89.5891008
274,Broken Arrow,Oklahoma,110198,36.50%,36.0185695,-95.79088215
275,Miami Gardens,Florida,110001,9.10%,25.9423108,-80.23976495
276,Billings,Montana,109577,19.10%,45.7874957,-108.49607
277,Jurupa Valley,California,109527,,33.9798472,-117.4515754
278,Sandy Springs,Georgia,109452,28.80%,33.9242688,-84.3785379
279,Gresham,Oregon,109381,20.60%,45.4997475,-122.4309766
280,Lewisville,Texas,109212,39.30%,33.046233,-96.994174
281,Hillsboro,Oregon,109128,52.90%,45.5228939,-122.989827
282,San Buenaventura (Ventura),California,109106,7.70%,34.3640573,-119.3110159
283,Greeley,Colorado,108649,38.60%,40.4233142,-104.7091322
284,Inglewood,California,108151,-4.00%,33.9562003,-118.353132
285,Waterbury,Connecticut,107568,0.20%,41.5538091,-73.0438362
286,League City,Texas,107536,134.40%,29.5074538,-95.0949303
287,Santa Maria,California,107263,37.30%,34.9531295,-120.4358577
288,Tyler,Texas,106985,26.60%,32.3512601,-95.3010624
289,Davie,Florida,106306,29.30%,26.0628665,-80.2331038
290,Daly City,California,106280,2.50%,37.6904826,-122.47267
291,Boulder,Colorado,105673,11.70%,40.0149856,-105.270545
292,Allen,Texas,105623,134.20%,33.1031744,-96.6705503
293,West Covina,California,105101,-0.10%,34.0471735,-117.8963243
294,Sparks,Nevada,105006,56.90%,39.5404679,-119.7487235
295,Wichita Falls,Texas,104683,0.50%,33.9137085,-98.4933873
296,Green Bay,Wisconsin,104578,1.70%,44.5126379,-88.0125794
297,San Mateo,California,104430,12.60%,37.496904,-122.3330573
298,Norwalk,California,103949,-0.50%,33.9092802,-118.0849169
299,Rialto,California,103526,11.50%,34.1064001,-117.3703235
300,Las Cruces,New Mexico,103432,40.50%,32.3140354,-106.7798078
301,Chico,California,103301,33.90%,39.7284945,-121.8374777
302,El Cajon,California,102708,8.00%,32.7947731,-116.962526
303,Burbank,California,102511,2.00%,34.1816482,-118.3258554
304,South Bend,Indiana,102026,-5.80%,41.6833813,-86.2500066
305,Renton,Washington,101751,97.60%,47.4799078,-122.2034496
306,Vista,California,101638,12.90%,33.2000368,-117.2425355
307,Davenport,Iowa,101590,3.40%,41.5236436,-90.5776368
308,Edinburg,Texas,101170,106.70%,26.3013982,-98.1624501
309,Tuscaloosa,Alabama,101129,28.50%,33.2095614,-87.5675258
310,Carmel,Indiana,101068,88.60%,39.9788017,-86.1189257
311,Spokane Valley,Washington,101060,24.90%,47.6571104,-117.2613936
312,San Angelo,Texas,101004,14.20%,31.4649685,-100.4405094
313,Vacaville,California,100670,12.50%,38.3565773,-121.9877444
314,Bend,Oregon,100421,90.80%,44.0581728,-121.3153096
315,Kenosha,Wisconsin,99944,9.60%,42.5846773,-87.8212263
316,Boca Raton,Florida,99805,20.00%,26.3586885,-80.0830984
317,Lee's Summit,Missouri,99357,39.90%,38.9107156,-94.3821295
318,Nampa,Idaho,99277,81.20%,43.5737361,-116.559631
319,Rio Rancho,New Mexico,99178,88.10%,35.269381,-106.632819
320,South Fulton,Georgia,99155,,33.5902659,-84.6712292
321,Roanoke,Virginia,99143,4.50%,37.270973,-79.9414313
322,Beaverton,Oregon,99037,23.90%,45.4871723,-122.80378
323,Yuma,Arizona,98285,24.20%,32.665135,-114.4760316
324,Lawrence,Kansas,98193,21.80%,38.9719384,-95.2359496
325,Orem,Utah,97828,15.80%,40.2981599,-111.6944313
326,Longmont,Colorado,97261,34.60%,40.1672117,-105.1019287
327,San Marcos,California,96664,73.00%,33.1433723,-117.1661449
328,Albany,New York,96460,2.00%,42.6511674,-73.754968
329,Sandy,Utah,96380,8.20%,40.5710454,-111.8953815
330,Concord,North Carolina,96341,70.10%,35.4094178,-80.5800049
331,Federal Way,Washington,96289,13.00%,47.313494,-122.3393103
332,Hesperia,California,95750,51.80%,34.4263886,-117.3008784
333,Brockton,Massachusetts,95708,1.30%,42.0834335,-71.0183787
334,Compton,California,95605,2.00%,33.894927,-118.226624
335,Flint,Michigan,95538,-23.40%,43.0161693,-83.6900211
336,Erie,Pennsylvania,95508,-7.80%,42.1294712,-80.0852695
337,New Bedford,Massachusetts,95363,1.50%,41.6362152,-70.934205
338,Fishers,Indiana,95310,144.10%,39.9555928,-86.0138729
339,Sunrise,Florida,95166,10.50%,26.1471902,-80.32966129
340,Roswell,Georgia,94763,16.10%,34.02332,-84.360022
341,Menifee,California,94756,121.50%,33.6864432,-117.1770437
342,Tracy,California,94740,63.20%,37.7385507,-121.4201395
343,Plantation,Florida,94580,13.80%,26.12744855,-80.25779068
344,Quincy,Massachusetts,94470,6.90%,42.2509914,-71.0037374
345,Portsmouth,Virginia,94398,-6.00%,36.8444196,-76.3532998
346,Mission Viejo,California,94381,0.80%,33.5965685,-117.659405
347,Chino,California,94371,34.70%,34.0133561,-117.690075
348,Lynn,Massachusetts,94299,5.70%,42.466763,-70.9494939
349,Edmond,Oklahoma,94054,37.10%,35.6571367,-97.4649038
350,Dearborn,Michigan,93932,-3.90%,42.3222599,-83.1763145
351,Livonia,Michigan,93665,-6.90%,42.36837,-83.3527097
352,Yakima,Washington,93637,12.10%,46.601557,-120.510842
353,South Gate,California,93444,-3.20%,33.9463456,-118.200981
354,Greenville,North Carolina,93400,48.70%,35.613224,-77.3724593
355,Lawton,Oklahoma,93025,0.50%,34.6086854,-98.3903305
356,Kirkland,Washington,93010,106.50%,47.6859573,-122.1920249
357,Asheville,North Carolina,92870,27.40%,35.6009498,-82.5540161
358,Deltona,Florida,92757,32.30%,28.9005446,-81.2636738
359,Redding,California,92590,13.70%,40.5863563,-122.391675
360,Bellingham,Washington,92314,36.10%,48.7544012,-122.4788361
361,Suffolk,Virginia,92108,43.40%,36.7282096,-76.5835703
362,Indio,California,91765,82.30%,33.743765,-116.2233152
363,Mount Pleasant,South Carolina,91684,87.50%,32.7940651,-79.8625851
364,Carson,California,91394,1.50%,33.8322043,-118.2517547
365,Santa Barbara,California,91364,1.90%,34.4221319,-119.7026673
366,Conroe,Texas,91079,134.00%,30.3118769,-95.4560512
367,Westminster,California,90643,2.70%,33.7578725,-117.9859054
368,Santa Monica,California,90401,7.10%,34.0194704,-118.4912273
369,New Braunfels,Texas,90209,133.80%,29.7028266,-98.1257348
370,Livermore,California,90189,21.90%,37.6820583,-121.7680531
371,Palm Coast,Florida,89800,170.50%,29.5541432,-81.2207673
372,St. George,Utah,89587,78.50%,37.104153,-113.5841313
373,Fall River,Massachusetts,89541,-2.70%,41.7010642,-71.1546367
374,Nashua,New Hampshire,89355,2.90%,42.7656251,-71.4677032
375,Champaign,Illinois,88909,26.10%,40.1164841,-88.2430932
376,Miami Beach,Florida,88885,0.90%,25.7929198,-80.1353006
377,Norwalk,Connecticut,88816,6.90%,41.1175966,-73.4078968
378,San Leandro,California,88815,11.30%,37.7249296,-122.1560768
379,O'Fallon,Missouri,88673,74.20%,38.7910374,-90.7039107
380,Newton,Massachusetts,88414,5.50%,42.3370414,-71.2092214
381,Reading,Pennsylvania,88375,8.60%,40.335345,-75.9279495
382,Avondale,Arizona,87931,136.00%,33.4355977,-112.349602
383,Fort Smith,Arkansas,87891,8.90%,35.3784666,-94.3996456
384,Citrus Heights,California,87796,2.80%,38.7071247,-121.2810611
385,Ogden,Utah,87773,13.10%,41.2230048,-111.9738429
386,Fayetteville,Arkansas,87590,47.40%,36.0625843,-94.1574328
387,Fort Myers,Florida,87103,67.50%,26.640628,-81.8723084
388,Goodyear,Arizona,86840,342.20%,33.4353672,-112.3576
389,Bryan,Texas,86276,30.80%,30.6743643,-96.3699632
390,Waukegan,Illinois,86075,-2.50%,42.3636331,-87.8447938
391,Hawthorne,California,86068,2.20%,33.9188589,-118.3483256
392,Redwood City,California,85925,13.80%,37.4863239,-122.232523
393,Hoover,Alabama,85768,35.30%,33.4092646,-86.66217961
394,Bloomington,Indiana,85755,20.60%,39.1670396,-86.5342881
395,Duluth,Minnesota,85618,-0.70%,46.7729322,-92.1251218
396,Lake Forest,California,85531,12.40%,33.6469261,-117.6859213
397,Hemet,California,85334,43.60%,33.7475203,-116.9719684
398,Whittier,California,85098,1.50%,33.9708782,-118.0308396
399,Clifton,New Jersey,85052,7.50%,40.8584328,-74.1637553
400,Largo,Florida,84948,13.90%,27.9094665,-82.7873244
401,Bloomington,Minnesota,84943,-0.20%,44.8322405,-93.3204872
402,Danbury,Connecticut,84694,12.70%,41.394817,-73.4540111
403,Santa Fe,New Mexico,84683,33.80%,35.6876096,-105.9384569
404,Johns Creek,Georgia,84579,39.40%,34.0181557,-84.190196
405,Newport Beach,California,84534,6.90%,33.6170092,-117.9294401
406,Kennewick,Washington,84347,41.90%,46.2087066,-119.1199192
407,Mission,Texas,84331,81.60%,26.2159066,-98.3252932
408,Milpitas,California,84196,33.90%,37.4282771,-121.9069256
409,Troy,Michigan,84092,3.80%,42.6055893,-83.1499304
410,Chino Hills,California,83853,24.40%,33.9926803,-117.760056
411,Alhambra,California,83750,-1.60%,34.093042,-118.12706
412,Merced,California,83676,29.40%,37.1641544,-120.7678602
413,Trenton,New Jersey,83203,-2.50%,40.2170575,-74.7429463
414,Franklin,Tennessee,83097,79.10%,35.925206,-86.8689419
415,Medford,Oregon,83072,25.20%,42.3264181,-122.8718605
416,Melbourne,Florida,83029,13.50%,28.106471,-80.6371513
417,Manteca,California,83028,64.70%,37.7986184,-121.2117148
418,Mountain View,California,82739,17.00%,37.3893889,-122.0832101
419,Sioux City,Iowa,82651,-2.70%,42.4966815,-96.4058782
420,Lynchburg,Virginia,82168,25.80%,37.4137536,-79.1422464
421,Buena Park,California,81788,4.70%,33.870413,-117.9962165
422,Pleasanton,California,81777,27.10%,37.6624312,-121.8746789
423,Longview,Texas,81631,11.90%,32.5007031,-94.74049
424,Westland,Michigan,81511,-5.90%,42.3238056,-83.4005321
425,Auburn,Washington,81464,46.80%,47.3075369,-122.2301808
